index,actual,consensus,country,day,forecast,hour,indicator,label,period,previous,previous_revised,source
124,"{""value"": -0.2, ""uom"": ""%""}","{""value"": -0.2, ""uom"": ""%""}",FR,2018-12-13,"{""value"": -0.2, ""uom"": ""%""}",09:45 AM,Inflation Rate MoM Final,0,NOV,"{""value"": 0.1, ""uom"": ""%""}",null,te
125,null,null,FR,2018-12-13,null,11:00 AM,IEA Oil Market Report,0,,null,null,te
126,"{""value"": -0.4, ""uom"": ""%""}","{""value"": -0.4, ""uom"": ""%""}",EA,2018-12-13,"{""value"": -0.4, ""uom"": ""%""}",02:45 PM,Deposit Facility Rate,0,,"{""value"": -0.4, ""uom"": ""%""}",null,te
127,"{""value"": 0.25, ""uom"": ""%""}",null,EA,2018-12-13,"{""value"": 0.25, ""uom"": ""%""}",02:45 PM,Marginal Lending Rate,0,,"{""value"": 0.25, ""uom"": ""%""}",null,te
128,"{""value"": -77.0, ""uom"": ""Bcf""}","{""value"": -84.0, ""uom"": ""Bcf""}",US,2018-12-13,"{""value"": -100.0, ""uom"": ""Bcf""}",05:30 PM,EIA Natural Gas Stocks Change,0,07/DEC,"{""value"": -63.0, ""uom"": ""Bcf""}",null,te
129,"{""value"": -205000000000.0, ""uom"": ""$""}","{""value"": -188000000000.0, ""uom"": ""$""}",US,2018-12-13,null,19:00,Monthly Budget Statement (Nov),0,,"{""value"": -100000000000.0, ""uom"": ""$""}",null,fxs
130,"{""value"": 3.165, ""uom"": ""%""}",null,US,2018-12-13,null,18:00,30-Year Bond Auction,0,,"{""value"": 3.418, ""uom"": ""%""}",null,fxs
131,"{""value"": 2.325, ""uom"": ""%""}",null,US,2018-12-13,null,16:30,4-Week Bill Auction,0,,"{""value"": 2.365, ""uom"": ""%""}",null,fxs
132,"{""value"": -77000000000.0, ""uom"": null}","{""value"": -84000000000.0, ""uom"": null}",US,2018-12-13,null,15:30,EIA Natural Gas Storage change (Dec 7),0,,"{""value"": -63000000000.0, ""uom"": null}",null,fxs
133,"{""value"": 0.1, ""uom"": ""%""}",null,CA,2018-12-13,null,13:30,New Housing Price Index (YoY) (Oct),0,,"{""value"": 0.2, ""uom"": ""%""}",null,fxs
134,"{""value"": 0.0, ""uom"": ""%""}","{""value"": 0.0, ""uom"": ""%""}",CA,2018-12-13,null,13:30,New Housing Price Index (MoM) (Oct),0,,"{""value"": 0.0, ""uom"": ""%""}",null,fxs
135,null,null,EA,2018-12-13,null,13:30,ECB Monetary policy statement and press conference,0,,null,null,fxs
136,"{""value"": -1.6, ""uom"": ""%""}","{""value"": -0.9, ""uom"": ""%""}",US,2018-12-13,null,13:30,Import Price Index (MoM) (Nov),0,,"{""value"": 0.5, ""uom"": ""%""}",null,fxs
137,"{""value"": 0.7, ""uom"": ""%""}",null,US,2018-12-13,null,13:30,Import Price Index (YoY) (Nov),0,,"{""value"": 3.5, ""uom"": ""%""}",null,fxs
138,"{""value"": -0.9, ""uom"": ""%""}","{""value"": -0.1, ""uom"": ""%""}",US,2018-12-13,null,13:30,Export Price Index (MoM) (Nov),0,,"{""value"": 0.5, ""uom"": ""%""}",null,fxs
139,"{""value"": 1.8, ""uom"": ""%""}",null,US,2018-12-13,null,13:30,Export Price Index (YoY) (Nov),0,,"{""value"": 3.1, ""uom"": ""%""}",null,fxs
140,"{""value"": 1661000.0, ""uom"": null}","{""value"": 1650000.0, ""uom"": null}",US,2018-12-13,null,13:30,Continuing Jobless Claims (Nov 30),0,,"{""value"": 1636000.0, ""uom"": null}",null,fxs
141,"{""value"": 206000.0, ""uom"": null}","{""value"": 225000.0, ""uom"": null}",US,2018-12-13,null,13:30,Initial Jobless Claims (Dec 7),0,,"{""value"": 233000.0, ""uom"": null}",null,fxs
142,"{""value"": 0.0, ""uom"": ""%""}","{""value"": 0.0, ""uom"": ""%""}",EA,2018-12-13,null,12:45,ECB Interest Rate Decision,0,,"{""value"": 0.0, ""uom"": ""%""}",null,fxs
143,"{""value"": -0.4, ""uom"": ""%""}","{""value"": -0.4, ""uom"": ""%""}",EA,2018-12-13,null,12:45,ECB Deposit Rate Decision,0,,"{""value"": -0.4, ""uom"": ""%""}",null,fxs
144,null,null,CH,2018-12-13,null,09:00,SNB press conference,0,,null,null,fxs
145,null,null,CH,2018-12-13,null,08:30,SNB monetary policy assessment,0,,null,null,fxs
146,"{""value"": -0.75, ""uom"": ""%""}","{""value"": -1.25, ""uom"": ""%""}",CH,2018-12-13,null,08:30,SNB Interest Rate Decision (Nov 13),0,,"{""value"": -0.75, ""uom"": ""%""}",null,fxs
147,"{""value"": 1.4, ""uom"": ""%""}",null,CH,2018-12-13,null,08:15,Producer and Import Prices (YoY) (Nov),0,,"{""value"": 2.3, ""uom"": ""%""}",null,fxs
148,"{""value"": -0.3, ""uom"": ""%""}","{""value"": 0.0, ""uom"": ""%""}",CH,2018-12-13,null,08:15,Producer and Import Prices (MoM) (Nov),0,,"{""value"": 0.2, ""uom"": ""%""}",null,fxs
149,"{""value"": -0.2, ""uom"": ""%""}","{""value"": -0.2, ""uom"": ""%""}",FR,2018-12-13,null,07:45,Consumer Price Index (EU norm) (MoM) (Nov),0,,"{""value"": -0.2, ""uom"": ""%""}",null,fxs
150,"{""value"": -1.3, ""uom"": ""%""}",null,CN,2018-12-13,null,07:20,FDI - Foreign Direct Investment (YTD) (YoY) (Nov),0,,"{""value"": 3.3, ""uom"": ""%""}",null,fxs
151,"{""value"": 2.3, ""uom"": ""%""}","{""value"": 2.3, ""uom"": ""%""}",DE,2018-12-13,null,07:00,Consumer Price Index (YoY) (Nov),0,,"{""value"": 2.3, ""uom"": ""%""}",null,fxs
152,"{""value"": 0.1, ""uom"": ""%""}","{""value"": 0.1, ""uom"": ""%""}",DE,2018-12-13,null,07:00,Consumer Price Index (MoM) (Nov),0,,"{""value"": 0.1, ""uom"": ""%""}",null,fxs
153,"{""value"": 0.1, ""uom"": ""%""}","{""value"": 0.1, ""uom"": ""%""}",DE,2018-12-13,null,07:00,Harmonized Index of Consumer Prices (MoM) (Nov),0,,"{""value"": 0.1, ""uom"": ""%""}",null,fxs
154,"{""value"": 2.1, ""uom"": ""%""}",null,SG,2018-12-13,null,02:30,Unemployment rate (Q3),0,,"{""value"": 2.1, ""uom"": ""%""}",null,fxs
155,null,null,AU,2018-12-13,null,00:30,RBA Bulletin,0,,null,null,fxs
156,"{""value"": -11.0, ""uom"": ""%""}","{""value"": -10.0, ""uom"": ""%""}",UK,2018-12-13,null,00:01,RICS Housing Price Balance (Nov),0,,"{""value"": -10.0, ""uom"": ""%""}",null,fxs
157,"{""value"": 4.0, ""uom"": ""%""}",null,AU,2018-12-13,null,00:00,Consumer Inflation Expectation (Dec),0,,"{""value"": 3.6, ""uom"": ""%""}",null,fxs
158,null,null,EA,2018-12-13,null,24h,EU Brexit Summit,0,,null,null,fxs
159,"{""value"": 0.2, ""uom"": ""%""}","{""value"": 0.2, ""uom"": ""%""}",EA,2018-12-12,"{""value"": 0.4, ""uom"": ""%""}",12:00 PM,Industrial Production MoM,1,OCT,"{""value"": -0.6, ""uom"": ""%""}","{""value"": -0.3, ""uom"": ""Previousrevisedfrom""}",te
160,"{""value"": 1.6, ""uom"": ""%""}",null,US,2018-12-12,"{""value"": 0.8, ""uom"": ""%""}",02:00 PM,MBA Mortgage Applications,1,07/DEC,"{""value"": 2.0, ""uom"": ""%""}",null,te
161,"{""value"": 0.2, ""uom"": ""%""}","{""value"": 0.2, ""uom"": ""%""}",US,2018-12-12,null,13:30,Consumer Price Index Ex Food & Energy (MoM) (Nov),1,,"{""value"": 0.2, ""uom"": ""%""}",null,fxs
162,"{""value"": 2.2, ""uom"": ""%""}","{""value"": 2.2, ""uom"": ""%""}",US,2018-12-12,null,13:30,Consumer Price Index (YoY) (Nov),1,,"{""value"": 2.5, ""uom"": ""%""}",null,fxs
163,"{""value"": 0.1, ""uom"": ""%""}",null,AU,2018-12-12,null,01:30 AM,Westpac Consumer Confidence Change,0,DEC,"{""value"": 2.8, ""uom"": ""%""}",null,te
164,"{""value"": 4.5, ""uom"": ""%""}","{""value"": 5.9, ""uom"": ""%""}",JP,2018-12-12,"{""value"": 2.5, ""uom"": ""%""}",01:50 AM,Machinery Orders YoY,0,OCT,"{""value"": -7.0, ""uom"": ""%""}",null,te
165,"{""value"": 7.6, ""uom"": ""%""}","{""value"": 10.5, ""uom"": ""%""}",JP,2018-12-12,"{""value"": 9.3, ""uom"": ""%""}",01:50 AM,Machinery Orders MoM,0,OCT,"{""value"": -18.3, ""uom"": ""%""}",null,te
166,"{""value"": -0.3, ""uom"": ""%""}","{""value"": -0.1, ""uom"": ""%""}",JP,2018-12-12,null,01:50 AM,PPI MoM,0,NOV,"{""value"": 0.4, ""uom"": ""%""}","{""value"": 0.3, ""uom"": ""Previousrevisedfrom""}",te
167,"{""value"": 2.3, ""uom"": ""%""}","{""value"": 2.4, ""uom"": ""%""}",JP,2018-12-12,"{""value"": 2.3, ""uom"": ""%""}",01:50 AM,PPI YoY,0,NOV,"{""value"": 3.0, ""uom"": ""%""}","{""value"": 2.9, ""uom"": ""Previousrevisedfrom""}",te
168,"{""value"": -0.4, ""uom"": ""%""}",null,SG,2018-12-12,"{""value"": -1.8, ""uom"": ""%""}",07:00 AM,Retail Sales MoM,0,OCT,"{""value"": -0.4, ""uom"": ""%""}",null,te
169,"{""value"": 0.1, ""uom"": ""%""}",null,SG,2018-12-12,"{""value"": 2.7, ""uom"": ""%""}",07:00 AM,Retail Sales YoY,0,OCT,"{""value"": 1.9, ""uom"": ""%""}",null,te
170,"{""value"": 0.37, ""uom"": ""%""}",null,IT,2018-12-12,null,12:45 PM,12-Month BOT Auction,0,,"{""value"": 0.63, ""uom"": ""%""}",null,te
171,"{""value"": 4.96, ""uom"": ""%""}",null,US,2018-12-12,"{""value"": 4.98, ""uom"": ""%""}",02:00 PM,MBA 30-Year Mortgage Rate,0,07/DEC,"{""value"": 5.08, ""uom"": ""%""}",null,te
172,"{""value"": 0.2, ""uom"": ""%""}","{""value"": 0.2, ""uom"": ""%""}",US,2018-12-12,null,03:30 PM,Core Inflation Rate MoM,0,NOV,"{""value"": 0.2, ""uom"": ""%""}",null,te
173,"{""value"": 2.2, ""uom"": ""%""}","{""value"": 2.2, ""uom"": ""%""}",US,2018-12-12,"{""value"": 2.3, ""uom"": ""%""}",03:30 PM,Core Inflation Rate YoY,0,NOV,"{""value"": 2.1, ""uom"": ""%""}",null,te
174,"{""value"": 2.2, ""uom"": ""%""}","{""value"": 2.2, ""uom"": ""%""}",US,2018-12-12,"{""value"": 2.4, ""uom"": ""%""}",03:30 PM,Inflation Rate YoY,0,NOV,"{""value"": 2.5, ""uom"": ""%""}",null,te
175,"{""value"": 0.0, ""uom"": ""%""}","{""value"": 0.0, ""uom"": ""%""}",US,2018-12-12,"{""value"": 0.2, ""uom"": ""%""}",03:30 PM,Inflation Rate MoM,0,NOV,"{""value"": 0.3, ""uom"": ""%""}",null,te
176,null,null,GB,2018-12-12,null,11:00 PM,May No Confidence Vote Result,0,,null,null,te
177,"{""value"": -446600000000.0, ""uom"": ""\u00a5""}",null,JP,2018-12-12,null,23:50,Foreign investment in Japan stocks (Dec 7),0,,"{""value"": -137900000000.0, ""uom"": ""\u00a5""}",null,fxs
178,"{""value"": 2.915, ""uom"": ""%""}",null,US,2018-12-12,null,18:03,10-Year Note Auction,0,,"{""value"": 3.209, ""uom"": ""%""}",null,fxs
179,null,null,UK,2018-12-12,null,18:00,Leadership Challenge,0,,null,null,fxs
180,"{""value"": -1208000.0, ""uom"": null}","{""value"": -2990000.0, ""uom"": null}",US,2018-12-12,null,15:30,EIA Crude Oil Stocks change (Dec 7),0,,"{""value"": -7323000.0, ""uom"": null}",null,fxs
181,null,null,EA,2018-12-12,null,15:00,EU's Juncker and Italy's Conte meet to discuss Italian budget.,0,,null,null,fxs
182,"{""value"": 82.6, ""uom"": ""%""}","{""value"": 85.7, ""uom"": ""%""}",CA,2018-12-12,null,13:30,Capacity Utilization (Q3),0,,"{""value"": 84.1, ""uom"": ""%""}",null,fxs
183,"{""value"": 2.2, ""uom"": ""%""}","{""value"": 2.2, ""uom"": ""%""}",US,2018-12-12,null,13:30,Consumer Price Index Ex Food & Energy (YoY) (Nov),0,,"{""value"": 2.1, ""uom"": ""%""}",null,fxs
184,"{""value"": 0.0, ""uom"": ""%""}","{""value"": 0.0, ""uom"": ""%""}",US,2018-12-12,null,13:30,Consumer Price Index (MoM) (Nov),0,,"{""value"": 0.3, ""uom"": ""%""}",null,fxs
185,"{""value"": 252.04, ""uom"": null}","{""value"": 252.06, ""uom"": null}",US,2018-12-12,null,13:30,Consumer Price Index n.s.a (MoM) (Nov),0,,"{""value"": 252.89, ""uom"": null}",null,fxs
186,"{""value"": 259.481, ""uom"": null}",null,US,2018-12-12,null,13:30,Consumer Price Index Core s.a (Nov),0,,"{""value"": 258.94, ""uom"": null}",null,fxs
187,"{""value"": 1.6, ""uom"": ""%""}",null,US,2018-12-12,null,12:00,MBA Mortgage Applications (Dec 7),0,,"{""value"": 2.0, ""uom"": ""%""}",null,fxs
188,"{""value"": 1.2, ""uom"": ""%""}","{""value"": 0.7, ""uom"": ""%""}",EA,2018-12-12,null,10:00,Industrial Production w.d.a. (YoY) (Oct),0,,"{""value"": 0.8, ""uom"": ""%""}",null,fxs
189,"{""value"": 0.2, ""uom"": ""%""}","{""value"": 0.2, ""uom"": ""%""}",EA,2018-12-12,null,10:00,Industrial Production s.a. (MoM) (Oct),0,,"{""value"": -0.6, ""uom"": ""%""}",null,fxs
190,"{""value"": 0.1, ""uom"": ""%""}",null,SG,2018-12-12,null,05:00,Retail Sales (YoY) (Oct),0,,"{""value"": 1.9, ""uom"": ""%""}",null,fxs
191,"{""value"": -0.4, ""uom"": ""%""}",null,SG,2018-12-12,null,05:00,Retail Sales (MoM) (Oct),0,,"{""value"": -0.4, ""uom"": ""%""}",null,fxs
192,"{""value"": 1.9, ""uom"": ""%""}","{""value"": 0.9, ""uom"": ""%""}",JP,2018-12-12,null,04:30,Tertiary Industry Index (MoM) (Nov),0,,"{""value"": -1.2, ""uom"": ""%""}",null,fxs
193,"{""value"": 0.1, ""uom"": ""%""}",null,FR,2018-12-11,"{""value"": 0.1, ""uom"": ""%""}",08:30 AM,Non Farm Payrolls QoQ,1,Q3,"{""value"": 0.1, ""uom"": ""%""}","{""value"": 0.0, ""uom"": ""Previousrevisedfrom""}",te
194,"{""value"": 4.1, ""uom"": ""%""}","{""value"": 4.1, ""uom"": ""%""}",UK,2018-12-11,null,09:30,ILO Unemployment Rate (3M) (Oct),1,,"{""value"": 4.1, ""uom"": ""%""}",null,fxs
195,"{""value"": 45.3, ""uom"": null}","{""value"": 55.8, ""uom"": null}",DE,2018-12-11,null,10:00,ZEW Survey - Current Situation (Dec),1,,"{""value"": 58.2, ""uom"": null}",null,fxs
196,"{""value"": -21.0, ""uom"": null}","{""value"": -23.2, ""uom"": null}",EA,2018-12-11,null,10:00,ZEW Survey - Economic Sentiment (Dec),1,,"{""value"": -22.0, ""uom"": null}",null,fxs
197,"{""value"": 104.8, ""uom"": null}","{""value"": 107.3, ""uom"": null}",US,2018-12-11,"{""value"": 107.0, ""uom"": null}",01:00 PM,NFIB Business Optimism Index,1,NOV,"{""value"": 107.4, ""uom"": null}",null,te
198,"{""value"": 0.1, ""uom"": ""%""}","{""value"": 0.0, ""uom"": ""%""}",US,2018-12-11,null,13:30,Producer Price Index (MoM) (Nov),1,,"{""value"": 0.6, ""uom"": ""%""}",null,fxs
199,"{""value"": 2.7, ""uom"": ""%""}","{""value"": 2.5, ""uom"": ""%""}",US,2018-12-11,null,13:30,Producer Price Index ex Food & Energy (YoY) (Nov),1,,"{""value"": 2.6, ""uom"": ""%""}",null,fxs
200,"{""value"": 6.6, ""uom"": ""%""}",null,US,2018-12-11,null,03:55 PM,Redbook YoY,1,08/DEC,"{""value"": 7.0, ""uom"": ""%""}",null,te
201,"{""value"": -0.5, ""uom"": ""%""}",null,US,2018-12-11,null,03:55 PM,Redbook MoM,1,08/DEC,"{""value"": 0.8, ""uom"": ""%""}",null,te
202,"{""value"": 3.0, ""uom"": null}",null,AU,2018-12-11,"{""value"": 5.0, ""uom"": null}",02:30 AM,NAB Business Confidence,0,NOV,"{""value"": 5.0, ""uom"": null}","{""value"": 4.0, ""uom"": ""Previousrevisedfrom""}",te
203,"{""value"": 0.794, ""uom"": ""%""}",null,JP,2018-12-11,null,05:45 AM,30-Year JGB Auction,0,,"{""value"": 0.87, ""uom"": ""%""}",null,te
204,"{""value"": 0.1, ""uom"": ""%""}","{""value"": 0.2, ""uom"": ""%""}",FR,2018-12-11,"{""value"": 0.2, ""uom"": ""%""}",08:30 AM,Private Non Farm Payrolls QoQ Final,0,Q3,"{""value"": 0.1, ""uom"": ""%""}",null,te
205,"{""value"": -13.9, ""uom"": ""%""}",null,CN,2018-12-11,null,10:50 AM,Vehicle Sales YoY,0,NOV,"{""value"": -11.7, ""uom"": ""%""}",null,te
206,"{""value"": 1250000000000.0, ""uom"": ""CNY""}","{""value"": 1121500000000.0, ""uom"": ""CNY""}",CN,2018-12-11,"{""value"": 1300000000000.0, ""uom"": ""CNY""}",11:00 AM,New Yuan Loans,0,NOV,"{""value"": 697000000000.0, ""uom"": ""CNY""}",null,te
207,"{""value"": 13.1, ""uom"": ""%""}","{""value"": 13.0, ""uom"": ""%""}",CN,2018-12-11,"{""value"": 13.0, ""uom"": ""%""}",11:00 AM,Outstanding Loan Growth YoY,0,NOV,"{""value"": 13.1, ""uom"": ""%""}",null,te
208,"{""value"": 1520000000000.0, ""uom"": ""CNY""}","{""value"": 1334000000000.0, ""uom"": ""CNY""}",CN,2018-12-11,"{""value"": 1370000000000.0, ""uom"": ""CNY""}",11:00 AM,Total Social Financing,0,NOV,"{""value"": 728800000000.0, ""uom"": ""CNY""}",null,te
209,"{""value"": 79000.0, ""uom"": null}","{""value"": 25000.0, ""uom"": null}",GB,2018-12-11,"{""value"": 15000.0, ""uom"": null}",11:30 AM,Employment Change,0,SEP,"{""value"": 23000.0, ""uom"": null}",null,te
210,"{""value"": 45.3, ""uom"": null}","{""value"": 55.8, ""uom"": null}",DE,2018-12-11,"{""value"": 62.5, ""uom"": null}",12:00 PM,ZEW Current Conditions,0,DEC,"{""value"": 58.2, ""uom"": null}",null,te
211,"{""value"": -0.58, ""uom"": ""%""}",null,DE,2018-12-11,null,12:40 PM,2-Year Schatz Auction,0,,"{""value"": -0.58, ""uom"": ""%""}",null,te
212,"{""value"": 0.3, ""uom"": ""%""}","{""value"": 0.1, ""uom"": ""%""}",US,2018-12-11,null,03:30 PM,Core PPI MoM,0,NOV,"{""value"": 0.5, ""uom"": ""%""}",null,te
213,"{""value"": 2.7, ""uom"": ""%""}","{""value"": 2.6, ""uom"": ""%""}",US,2018-12-11,null,03:30 PM,Core PPI YoY,0,NOV,"{""value"": 2.6, ""uom"": ""%""}",null,te
214,"{""value"": 0.1, ""uom"": ""%""}","{""value"": 0.0, ""uom"": ""%""}",US,2018-12-11,null,03:30 PM,PPI MoM,0,NOV,"{""value"": 0.6, ""uom"": ""%""}",null,te
215,"{""value"": 2.5, ""uom"": ""%""}","{""value"": 2.5, ""uom"": ""%""}",US,2018-12-11,"{""value"": 2.7, ""uom"": ""%""}",03:30 PM,PPI YoY,0,NOV,"{""value"": 2.9, ""uom"": ""%""}",null,te
216,null,null,US,2018-12-11,null,07:00 PM,WASDE Report,0,,null,null,te
217,"{""value"": 4.5, ""uom"": ""%""}","{""value"": 5.9, ""uom"": ""%""}",JP,2018-12-11,null,23:50,Machinery Orders (YoY) (Oct),0,,"{""value"": -7.0, ""uom"": ""%""}",null,fxs
218,"{""value"": 2.3, ""uom"": ""%""}","{""value"": 2.4, ""uom"": ""%""}",JP,2018-12-11,null,23:50,Domestic Corporate Goods Price Index (YoY) (Nov),0,,"{""value"": 3.0, ""uom"": ""%""}",null,fxs
219,"{""value"": -0.3, ""uom"": ""%""}","{""value"": -0.1, ""uom"": ""%""}",JP,2018-12-11,null,23:50,Domestic Corporate Goods Price Index (MoM) (Nov),0,,"{""value"": 0.4, ""uom"": ""%""}",null,fxs
220,"{""value"": 0.1, ""uom"": ""%""}",null,AU,2018-12-11,null,23:30,Westpac Consumer Confidence (Dec),0,,"{""value"": 2.8, ""uom"": ""%""}",null,fxs
221,"{""value"": -10180000.0, ""uom"": null}",null,US,2018-12-11,null,21:30,API Weekly Crude Oil Stock (Dec 7),0,,"{""value"": 5360000.0, ""uom"": null}",null,fxs
222,"{""value"": 2.748, ""uom"": ""%""}",null,US,2018-12-11,null,18:55,3-Year Note Auction,0,,"{""value"": 2.983, ""uom"": ""%""}",null,fxs
223,"{""value"": -0.379, ""uom"": ""%""}",null,ES,2018-12-11,null,13:57,9-Month Letras Auction,0,,"{""value"": -0.349, ""uom"": ""%""}",null,fxs
224,"{""value"": -0.505, ""uom"": ""%""}",null,ES,2018-12-11,null,13:56,3-Month Letras Auction,0,,"{""value"": -0.604, ""uom"": ""%""}",null,fxs
225,"{""value"": 6.6, ""uom"": ""%""}",null,US,2018-12-11,null,13:55,Redbook index (YoY) (Dec 7),0,,"{""value"": 7.0, ""uom"": ""%""}",null,fxs
226,"{""value"": -0.5, ""uom"": ""%""}",null,US,2018-12-11,null,13:55,Redbook index (MoM) (Dec 7),0,,"{""value"": 0.8, ""uom"": ""%""}",null,fxs
227,"{""value"": 0.3, ""uom"": ""%""}","{""value"": 0.1, ""uom"": ""%""}",US,2018-12-11,null,13:30,Producer Price Index ex Food & Energy (MoM) (Nov),0,,"{""value"": 0.5, ""uom"": ""%""}",null,fxs
228,"{""value"": 2.5, ""uom"": ""%""}","{""value"": 2.5, ""uom"": ""%""}",US,2018-12-11,null,13:30,Producer Price Index (YoY) (Nov),0,,"{""value"": 2.9, ""uom"": ""%""}",null,fxs
229,"{""value"": 104.8, ""uom"": null}","{""value"": 107.3, ""uom"": null}",US,2018-12-11,null,11:00,NFIB Business Optimism Index (Nov),0,,"{""value"": 107.4, ""uom"": null}",null,fxs
230,"{""value"": -17.5, ""uom"": null}","{""value"": -25.0, ""uom"": null}",DE,2018-12-11,null,10:00,ZEW Survey - Economic Sentiment (Dec),0,,"{""value"": -24.1, ""uom"": null}",null,fxs
231,"{""value"": 21900.0, ""uom"": null}","{""value"": 13200.0, ""uom"": null}",UK,2018-12-11,null,09:30,Claimant Count Change (Nov),0,,"{""value"": 23200.0, ""uom"": null}",null,fxs
232,"{""value"": 3.3, ""uom"": ""%""}","{""value"": 3.2, ""uom"": ""%""}",UK,2018-12-11,null,09:30,Average Earnings excluding Bonus (3Mo/Yr) (Oct),0,,"{""value"": 3.2, ""uom"": ""%""}",null,fxs
233,"{""value"": 3.3, ""uom"": ""%""}","{""value"": 3.0, ""uom"": ""%""}",UK,2018-12-11,null,09:30,Average Earnings including Bonus (3Mo/Yr) (Oct),0,,"{""value"": 3.1, ""uom"": ""%""}",null,fxs
234,"{""value"": 2.8, ""uom"": ""%""}",null,UK,2018-12-11,null,09:30,Claimant Count Rate (Nov),0,,"{""value"": 2.7, ""uom"": ""%""}",null,fxs
235,"{""value"": -16.8, ""uom"": ""%""}",null,JP,2018-12-11,null,06:00,Machine Tool Orders (YoY) (Nov),0,,"{""value"": -0.7, ""uom"": ""%""}",null,fxs
236,"{""value"": 1.0, ""uom"": "",250B""}","{""value"": 1.0, ""uom"": "",100B""}",CN,2018-12-11,null,02:00,New Loans (Nov),0,,"{""value"": 697000000000.0, ""uom"": null}",null,fxs
237,"{""value"": 8.0, ""uom"": ""%""}","{""value"": 8.0, ""uom"": ""%""}",CN,2018-12-11,null,02:00,M2 Money Supply (YoY) (Nov),0,,"{""value"": 8.0, ""uom"": ""%""}",null,fxs
238,"{""value"": 11.0, ""uom"": null}",null,AU,2018-12-11,null,00:30,National Australia Bank's Business Conditions (Nov),0,,"{""value"": 13.0, ""uom"": null}",null,fxs
239,"{""value"": 3.0, ""uom"": null}",null,AU,2018-12-11,null,00:30,National Australia Bank's Business Confidence (Nov),0,,"{""value"": 5.0, ""uom"": null}",null,fxs
240,"{""value"": -1.9, ""uom"": ""%""}",null,AU,2018-12-11,null,00:30,House Price Index (YoY) (Q3),0,,"{""value"": -0.6, ""uom"": ""%""}",null,fxs
241,"{""value"": -1.5, ""uom"": ""%""}","{""value"": -1.5, ""uom"": ""%""}",AU,2018-12-11,null,00:30,House Price Index (QoQ) (Q3),0,,"{""value"": -0.7, ""uom"": ""%""}",null,fxs
242,"{""value"": 2.5, ""uom"": ""%""}",null,CH,2018-12-10,"{""value"": 2.5, ""uom"": ""%""}",08:45 AM,Unemployment Rate,1,NOV,"{""value"": 2.4, ""uom"": ""%""}",null,te
243,null,"{""value"": 17100000000.000002, ""uom"": null}",DE,2018-12-10,null,,Trade balance Oct,1,,"{""value"": 18300000000.0, ""uom"": null}",null,cio
244,null,"{""value"": 102.0, ""uom"": null}",FR,2018-12-10,null,,BdF Industrial sentiment Nov,1,,"{""value"": 103.0, ""uom"": null}",null,cio
245,"{""value"": 0.1, ""uom"": ""%""}","{""value"": -0.3, ""uom"": ""%""}",IT,2018-12-10,"{""value"": -0.3, ""uom"": ""%""}",11:00 AM,Industrial Production MoM,1,OCT,"{""value"": -0.1, ""uom"": ""%""}","{""value"": -0.2, ""uom"": ""Previousrevisedfrom""}",te
246,"{""value"": -0.6, ""uom"": ""%""}","{""value"": 0.1, ""uom"": ""%""}",UK,2018-12-10,null,09:30,Industrial Production (MoM) (Oct),1,,"{""value"": 0.0, ""uom"": ""%""}",null,fxs
247,"{""value"": -39800.0, ""uom"": ""\u00a3""}",null,UK,2018-12-10,null,20:30,CFTC GBP NC net positions,1,,"{""value"": -39100.0, ""uom"": ""\u00a3""}",null,fxs
248,"{""value"": -0.2, ""uom"": ""%""}","{""value"": -0.1, ""uom"": ""%""}",JP,2018-12-10,"{""value"": -0.1, ""uom"": ""%""}",01:50 AM,GDP Private Consumption QoQ Final,0,Q3,"{""value"": 0.7, ""uom"": ""%""}",null,te
249,"{""value"": -0.3, ""uom"": ""%""}","{""value"": -0.3, ""uom"": ""%""}",JP,2018-12-10,"{""value"": -0.3, ""uom"": ""%""}",01:50 AM,GDP Price Index YoY Final,0,Q3,"{""value"": 0.1, ""uom"": ""%""}",null,te
250,"{""value"": -0.6, ""uom"": ""%""}","{""value"": -0.5, ""uom"": ""%""}",JP,2018-12-10,"{""value"": -0.3, ""uom"": ""%""}",01:50 AM,GDP Growth Rate QoQ Final,0,Q3,"{""value"": 0.7, ""uom"": ""%""}","{""value"": 0.8, ""uom"": ""Previousrevisedfrom""}",te
251,"{""value"": -2.5, ""uom"": ""%""}","{""value"": -1.9, ""uom"": ""%""}",JP,2018-12-10,"{""value"": -1.2, ""uom"": ""%""}",01:50 AM,GDP Growth Annualized Final,0,Q3,"{""value"": 2.8, ""uom"": ""%""}","{""value"": 3.0, ""uom"": ""Previousrevisedfrom""}",te
252,"{""value"": -2.8, ""uom"": ""%""}","{""value"": -1.6, ""uom"": ""%""}",JP,2018-12-10,"{""value"": -0.2, ""uom"": ""%""}",01:50 AM,GDP Capital Expenditure QoQ Final,0,Q3,"{""value"": 2.8, ""uom"": ""%""}","{""value"": 3.1, ""uom"": ""Previousrevisedfrom""}",te
