index,index,actual,consensus,country,date,forecast,hour,indicator,period,previous,previous_revised
233,233,0.2%,0.3%,US,Friday December 07 2018,0.2%,03:30 PM,Average Hourly Earnings MoM,NOV,0.1%,Previous revised from 0.2%
234,234,3.1%,3.1%,US,Friday December 07 2018,,03:30 PM,Average Hourly Earnings YoY,NOV,3.1%,
235,235,34.4,34.5,US,Friday December 07 2018,34.4,03:30 PM,Average Weekly Hours,NOV,34.5,
236,236,-6K,,US,Friday December 07 2018,9K,03:30 PM,Government Payrolls,NOV,-14K,Previous revised from 4K
237,237,62.9%,,US,Friday December 07 2018,62.8%,03:30 PM,Participation Rate,NOV,62.9%,
238,238,27K,20K,US,Friday December 07 2018,21K,03:30 PM,Manufacturing Payrolls,NOV,26K,Previous revised from 32K
239,239,155K,200K,US,Friday December 07 2018,189K,03:30 PM,Non Farm Payrolls,NOV,237K,Previous revised from 250K
240,240,161K,200K,US,Friday December 07 2018,180K,03:30 PM,Nonfarm Payrolls Private,NOV,251K,Previous revised from 246K
241,241,3.7%,3.7%,US,Friday December 07 2018,3.7%,03:30 PM,Unemployment Rate,NOV,3.7%,
242,242,97.5,97.0,US,Friday December 07 2018,96,05:00 PM,Michigan Consumer Sentiment Prel,DEC,97.5,
243,243,86.1,88.3,US,Friday December 07 2018,,05:00 PM,Michigan Consumer Expectations Prel,DEC,88.1,
244,244,2.4%,,US,Friday December 07 2018,,05:00 PM,Michigan 5 Year Inflation Expectations Prel,DEC,2.6%,
245,245,2.7%,,US,Friday December 07 2018,,05:00 PM,Michigan Inflation Expectations Prel,DEC,2.8%,
246,246,115.2,113.1,US,Friday December 07 2018,,05:00 PM,Michigan Current Conditions Prel,DEC,112.3,
247,247,0.8%,0.3%,US,Friday December 07 2018,0.4%,05:00 PM,Wholesale Inventories MoM,OCT,0.7%,Previous revised from 0.6%
248,248,-63Bcf,-64Bcf,US,Friday December 07 2018,-30Bcf,05:30 PM,EIA Natural Gas Stocks Change,30/NOV,-59Bcf,
249,249,,,US,Friday December 07 2018,,07:15 PM,Fed Brainard Speech,,,
250,250,877,,US,Friday December 07 2018,889,08:00 PM,Baker Hughes Oil Rig Count,07/DEC,887,
251,251,$25.38B,$15B,US,Friday December 07 2018,$ 14.8B,10:00 PM,Consumer Credit Change,OCT,$11.60B,Previous revised from $10.92B
252,252,23,,JP,Thursday December 06 2018,,01:00 AM,Reuters Tankan Index,DEC,26,
253,253,¥1053.5B,,JP,Thursday December 06 2018,¥ -29.4B,01:50 AM,Foreign Bond Investment,01/DEC,¥-736B,Previous revised from ¥-736.4B
254,254,¥-137.9B,,JP,Thursday December 06 2018,¥ -119.4B,01:50 AM,Stock Investment by Foreigners,01/DEC,¥-203.5B,Previous revised from ¥-195B
255,255,A$2.316B,A$3.2B,AU,Thursday December 06 2018,,02:30 AM,Balance of Trade,OCT,A$2.94B,Previous revised from A$3.017B
256,256,1%,,AU,Thursday December 06 2018,,02:30 AM,Exports MoM,OCT,1%,
257,257,3%,,AU,Thursday December 06 2018,,02:30 AM,Imports MoM,OCT,-1%,
258,258,0.3%,0.2%,AU,Thursday December 06 2018,0.3%,02:30 AM,Retail Sales MoM,OCT,0.1%,Previous revised from 0.2%
259,259,,,US,Thursday December 06 2018,,03:15 AM,Fed Quarles Speech,,,
260,260,0.3%,-0.4%,DE,Thursday December 06 2018,-0.2%,09:00 AM,Factory Orders MoM,OCT,0.1%,Previous revised from 0.3%
261,261,51.3,,DE,Thursday December 06 2018,50.9,10:30 AM,Construction PMI,NOV,49.8,
262,262,,,AU,Thursday December 06 2018,,11:05 AM,RBA Debelle Speech,,,
263,263,-0.18%,,FR,Thursday December 06 2018,,12:00 PM,5-Year BTAN Auction,,0.06%,
264,264,18.6%,,GR,Thursday December 06 2018,18.4%,12:00 PM,Unemployment Rate,SEP,18.9%,
265,265,1.909%,,GB,Thursday December 06 2018,,12:45 PM,30-Year Treasury Gilt Auction,,1.826%,
266,266,53.1K,,US,Thursday December 06 2018,64.1K,02:30 PM,Challenger Job Cuts,NOV,75.6K,
267,267,179K,195K,US,Thursday December 06 2018,191K,03:15 PM,ADP Employment Change,NOV,225K,Previous revised from 227K
268,268,C$-1.17B,C$-0.7B,CA,Thursday December 06 2018,C$ -0.3B,03:30 PM,Balance of Trade,OCT,C$-0.89B,Previous revised from C$-0.42B
269,269,C$49.32B,C$50.47B,CA,Thursday December 06 2018,C$ 50.6B,03:30 PM,Exports,OCT,C$49.91B,Previous revised from C$50.38B
270,270,C$50.49B,C$51.1B,CA,Thursday December 06 2018,C$ 50.9B,03:30 PM,Imports,OCT,C$50.8B,Previous revised from C$50.79B
271,271,$-55.5B,$-54.9B,US,Thursday December 06 2018,$ -55.4B,03:30 PM,Balance of Trade,OCT,$-54.6B,Previous revised from $-54B
272,272,1631K,1700K,US,Thursday December 06 2018,1694K,03:30 PM,Continuing Jobless Claims,24/NOV,1705K,Previous revised from 1710K
273,273,$211.05B,,US,Thursday December 06 2018,$ 212.1B,03:30 PM,Exports,OCT,$211.36B,Previous revised from $212.57B
274,274,$266.53B,,US,Thursday December 06 2018,$ 267.5B,03:30 PM,Imports,OCT,$265.91B,Previous revised from $266.58B
275,275,231K,225K,US,Thursday December 06 2018,229K,03:30 PM,Initial Jobless Claims,1/DEC,235K,Previous revised from 234K
276,276,0.9%,1.1%,US,Thursday December 06 2018,1.2%,03:30 PM,Unit Labour Costs QoQ Final,Q3,-2.8%,Previous revised from -1%
277,277,2.3%,2.3%,US,Thursday December 06 2018,2.2%,03:30 PM,Nonfarm Productivity QoQ Final,Q3,3%,
278,278,,,CA,Thursday December 06 2018,,03:50 PM,BoC Gov Poloz Speech,,,
279,279,54.7,54.4,US,Thursday December 06 2018,54.4,04:45 PM,Markit Composite PMI Final,NOV,54.9,
280,280,54.7,54.4,US,Thursday December 06 2018,54.4,04:45 PM,Markit Services PMI Final,NOV,54.8,
281,281,57.2,60.3,CA,Thursday December 06 2018,60.8,05:00 PM,Ivey PMI s.a,NOV,61.8,
282,282,-2.1%,-2.0%,US,Thursday December 06 2018,-1%,05:00 PM,Factory Orders MoM,OCT,0.2%,Previous revised from 0.7%
283,283,0.3%,,US,Thursday December 06 2018,0.2%,05:00 PM,Factory Orders ex Transportation,OCT,0.1%,Previous revised from 0.4%
284,284,65.2,62.0,US,Thursday December 06 2018,,05:00 PM,ISM Non-Manufacturing Business Activity,NOV,62.5,
285,285,64.3,,US,Thursday December 06 2018,,05:00 PM,ISM Non-Manufacturing Prices,NOV,61.7,
286,286,62.5,,US,Thursday December 06 2018,,05:00 PM,ISM Non-Manufacturing New Orders,NOV,61.5,
287,287,58.4,,US,Thursday December 06 2018,,05:00 PM,ISM Non-Manufacturing Employment,NOV,59.7,
288,288,60.7,59.2,US,Thursday December 06 2018,59,05:00 PM,ISM Non-Manufacturing PMI,NOV,60.3,
289,289,-7.323M,-0.942M,US,Thursday December 06 2018,2M,06:00 PM,EIA Crude Oil Stocks Change,30/NOV,3.577M,
290,290,1.699M,1.3M,US,Thursday December 06 2018,-0.47M,06:00 PM,EIA Gasoline Stocks Change,30/NOV,-0.764M,
291,291,,,US,Thursday December 06 2018,,07:15 PM,Fed Bostic Speech,,,
292,292,,,EA,Thursday December 06 2018,,,ECB General Council Meeting,,,
293,293,55.1,,AU,Wednesday December 05 2018,51,12:30 AM,AIG Services Index,NOV,51.1,
294,294,5.36M,,US,Wednesday December 05 2018,1.9M,12:30 AM,API Crude Oil Stock Change,30/NOV,3.453M,
295,295,0.3%,,AU,Wednesday December 05 2018,,02:30 AM,GDP Final Consumption QoQ,Q3,0.9%,Previous revised from 0.7%
296,296,0.9%,,AU,Wednesday December 05 2018,,02:30 AM,GDP Deflator QoQ,Q3,0.1%,
297,297,0.3%,0.6%,AU,Wednesday December 05 2018,0.7%,02:30 AM,GDP Growth Rate QoQ,Q3,0.9%,
298,298,2.8%,3.3%,AU,Wednesday December 05 2018,3.1%,02:30 AM,GDP Growth Rate YoY,Q3,3.1%,Previous revised from 3.4%
299,299,0.1%,,AU,Wednesday December 05 2018,,02:30 AM,GDP Capital Expenditure QoQ,Q3,0.1%,Previous revised from 0%
300,300,52.3,,JP,Wednesday December 05 2018,52,02:30 AM,Nikkei Services PMI,NOV,52.4,
301,301,53.8,,SG,Wednesday December 05 2018,52.6,02:30 AM,Nikkei PMI,NOV,52.6,
302,302,,,JP,Wednesday December 05 2018,,03:30 AM,BoJ Wakatabe Speech,,,
303,303,51.9,,CN,Wednesday December 05 2018,50.5,03:45 AM,Caixin Composite PMI,NOV,50.5,
304,304,53.8,50.7,CN,Wednesday December 05 2018,50.8,03:45 AM,Caixin Services PMI,NOV,50.8,
305,305,0.8%,,ES,Wednesday December 05 2018,0.8%,10:00 AM,Industrial Production YoY,OCT,-0.2%,Previous revised from -0.1%
306,306,54,53.7,ES,Wednesday December 05 2018,53.4,10:15 AM,Markit Services PMI,NOV,54,
307,307,,,EA,Wednesday December 05 2018,,10:30 AM,ECB President Draghi Speech,,,
308,308,,,GB,Wednesday December 05 2018,,10:30 AM,BoE FPC Minutes,,,
309,309,50.3,49.2,IT,Wednesday December 05 2018,50.1,10:45 AM,Markit/ADACI Services PMI,NOV,49.2,
310,310,54.2,54.0,FR,Wednesday December 05 2018,54.0,10:50 AM,Markit Composite PMI Final,NOV,54.1,
311,311,55.1,55,FR,Wednesday December 05 2018,55,10:50 AM,Markit Services PMI Final,NOV,55.3,
312,312,52.3,52.2,DE,Wednesday December 05 2018,52.2,10:55 AM,Markit Composite PMI Final,NOV,53.4,
313,313,53.3,53.3,DE,Wednesday December 05 2018,53.3,10:55 AM,Markit Services PMI Final,NOV,54.7,
314,314,52.7,52.4,EA,Wednesday December 05 2018,52.4,11:00 AM,Markit Composite PMI Final,NOV,53.1,
315,315,53.4,53.1,EA,Wednesday December 05 2018,53.1,11:00 AM,Markit Services PMI Final,NOV,53.7,
316,316,-3%,,GB,Wednesday December 05 2018,,11:00 AM,New Car Sales YoY,NOV,-2.9%,
317,317,50.4,52.5,GB,Wednesday December 05 2018,54.1,11:30 AM,Markit/CIPS UK Services PMI,NOV,52.2,
318,318,0.021%,,ES,Wednesday December 05 2018,,11:40 AM,3-Year Bonos Auction,,0.310%,
319,319,0.412%,,ES,Wednesday December 05 2018,,11:40 AM,5-Year Bonos Auction,,0.565%,
320,320,1.456%,,ES,Wednesday December 05 2018,,11:40 AM,10-Year Obligacion Auction,,1.607%,
321,321,1.6%,,AT,Wednesday December 05 2018,-0.6%,12:00 PM,Retail Sales MoM,OCT,-1.1%,Previous revised from -1%
322,322,2.4%,,AT,Wednesday December 05 2018,0.1%,12:00 PM,Retail Sales YoY,OCT,-1.6%,Previous revised from -1.5%
323,323,0.3%,0.2%,EA,Wednesday December 05 2018,0.2%,12:00 PM,Retail Sales MoM,OCT,-0.5%,Previous revised from 0%
324,324,1.7%,2.1%,EA,Wednesday December 05 2018,1.5%,12:00 PM,Retail Sales YoY,OCT,0.3%,Previous revised from 0.8%
325,325,0.5%,,FR,Wednesday December 05 2018,0.4%,12:00 PM,Retail Sales MoM,OCT,-1.2%,Previous revised from 0.1%
326,326,2.6%,,FR,Wednesday December 05 2018,3.4%,12:00 PM,Retail Sales YoY,OCT,0.6%,Previous revised from 2.3%
327,327,2%,,US,Wednesday December 05 2018,0.76%,02:00 PM,MBA Mortgage Applications,30/NOV,5.5%,
328,328,5.08%,,US,Wednesday December 05 2018,4.98%,02:00 PM,MBA 30-Year Mortgage Rate,30/NOV,5.12%,
329,329,1.75%,1.75%,CA,Wednesday December 05 2018,1.75%,05:00 PM,BoC Interest Rate Decision,,1.75%,
330,330,,,US,Wednesday December 05 2018,,09:00 PM,Fed Beige Book,,,
331,331,,,EA,Wednesday December 05 2018,,,ECB Non-Monetary Policy Meeting,,,
332,332,0.0%,,AU,Tuesday December 04 2018,,02:00 AM,TD-MI Inflation Gauge MoM,NOV,0.1%,
333,333,A$-10.7B,A$-10.2B,AU,Tuesday December 04 2018,A$ -13.2B,02:30 AM,Current Account,Q3,A$-12.0B,Previous revised from A$-13.5B
334,334,1.5%,1.5%,AU,Tuesday December 04 2018,1.5%,05:30 AM,RBA Interest Rate Decision,,1.5%,
335,335,€-87B,,FR,Tuesday December 04 2018,€-75.2B,09:45 AM,Budget Balance,OCT,€-87.1B,
336,336,-1.84K,34.2K,ES,Tuesday December 04 2018,15.1K,10:00 AM,Unemployment Change,NOV,52.19K,
337,337,0.9%,1.0%,CH,Tuesday December 04 2018,1.1%,10:15 AM,Inflation Rate YoY,NOV,1.1%,
338,338,-0.3%,-0.1%,CH,Tuesday December 04 2018,-0.1%,10:15 AM,Inflation Rate MoM,NOV,0.2%,
339,339,,,GB,Tuesday December 04 2018,,11:15 AM,BoE Gov Carney Speech,,,
340,340,53.4,52.5,GB,Tuesday December 04 2018,52.5,11:30 AM,Construction PMI,NOV,53.2,
341,341,-0.318%,,ES,Tuesday December 04 2018,,11:50 AM,12-Month Letras Auction,,-0.323%,
342,342,-0.401%,,ES,Tuesday December 04 2018,,11:50 AM,6-Month Letras Auction,,-0.419%,
343,343,0.8%,0.5%,EA,Tuesday December 04 2018,0.3%,12:00 PM,PPI MoM,OCT,0.6%,Previous revised from 0.5%
344,344,4.9%,4.5%,EA,Tuesday December 04 2018,4.3%,12:00 PM,PPI YoY,OCT,4.6%,Previous revised from 4.5%
345,345,1%,,GR,Tuesday December 04 2018,0.3%,12:00 PM,GDP Growth Rate QoQ,Q3,0.4%,Previous revised from 0.2%
346,346,2.2%,,GR,Tuesday December 04 2018,1.8%,12:00 PM,GDP Growth Rate YoY,Q3,1.7%,Previous revised from 1.8%
347,347,0.966%,,GB,Tuesday December 04 2018,,12:45 PM,5-Year Treasury Gilt Auction,,1.304%,
348,348,0.3%,0.2%,CA,Tuesday December 04 2018,,03:30 PM,Labor Productivity QoQ,Q3,0.7%,
349,349,7%,,US,Tuesday December 04 2018,,03:55 PM,Redbook YoY,01/DEC,7.9%,
350,350,0.8%,,US,Tuesday December 04 2018,,03:55 PM,Redbook MoM,01/DEC,0.8%,
351,351,67.8,,US,Tuesday December 04 2018,69.5,04:45 PM,ISM New York Index,NOV,69.8,
352,352,52.6,57.3,US,Tuesday December 04 2018,55.3,05:00 PM,IBD/TIPP Economic Optimism,DEC,56.4,
353,353,,,US,Tuesday December 04 2018,,05:00 PM,Fed Williams Speech,,,
354,354,2.320%,,US,Tuesday December 04 2018,,06:30 PM,4-Week Bill Auction,,2.27%,
355,355,,,GB,Tuesday December 04 2018,,08:00 PM,BoE Vlieghe Speech,,,
356,356,2.635%,,US,Tuesday December 04 2018,,08:00 PM,52-Week Bill Auction,,2.645%,
357,357,4.5%,8.6%,JP,Monday December 03 2018,10.6%,01:50 AM,Capital Spending YoY,Q3,12.8%,
358,358,-1.5%,-2%,AU,Monday December 03 2018,-2.1%,02:30 AM,Building Permits MoM,OCT,5.5%,Previous revised from 3.3%
359,359,0%,0.4%,AU,Monday December 03 2018,0.5%,02:30 AM,Business Inventories QoQ,Q3,0.7%,Previous revised from 0.6%
360,360,1.9%,2.8%,AU,Monday December 03 2018,,02:30 AM,Company Gross Profits QoQ,Q3,2.4%,Previous revised from 2%
361,361,-0.3%,,AU,Monday December 03 2018,,02:30 AM,ANZ Job Advertisements MoM,NOV,0.3%,Previous revised from 0.2%
362,362,52.2,51.8,JP,Monday December 03 2018,51.8,02:30 AM,Nikkei Manufacturing PMI Final,NOV,52.9,
363,363,50.2,50.1,CN,Monday December 03 2018,50.1,03:45 AM,Caixin Manufacturing PMI,NOV,50.1,
364,364,5.0%,,ES,Monday December 03 2018,,10:00 AM,Tourist Arrivals YoY,OCT,0.5%,
365,365,52.6,51.6,ES,Monday December 03 2018,52.8,10:15 AM,Markit Manufacturing PMI,NOV,51.8,
366,366,1.9%,,CH,Monday December 03 2018,1%,10:15 AM,Retail Sales MoM,OCT,-1.6%,
367,367,0.8%,,CH,Monday December 03 2018,0.6%,10:15 AM,Retail Sales YoY,OCT,-2.5%,Previous revised from -2.7%
368,368,57.7,56.3,CH,Monday December 03 2018,61,10:30 AM,SVME Manufacturing PMI,NOV,57.4,
369,369,7.6%,,AT,Monday December 03 2018,7.4%,10:35 AM,Unemployment Rate,NOV,7.3%,
370,370,48.6,48.8,IT,Monday December 03 2018,49.6,10:45 AM,Markit/ADACI Manufacturing PMI,NOV,49.2,
371,371,50.8,50.7,FR,Monday December 03 2018,50.7,10:50 AM,Markit Manufacturing PMI Final,NOV,51.2,
372,372,51.8,51.6,DE,Monday December 03 2018,51.6,10:55 AM,Markit Manufacturing PMI Final,NOV,52.2,
373,373,51.8,51.5,EA,Monday December 03 2018,51.5,11:00 AM,Markit Manufacturing PMI Final,NOV,52,
374,374,54.0,,GR,Monday December 03 2018,53.6,11:00 AM,Markit Manufacturing PMI,NOV,53.1,
375,375,91.4,,ES,Monday December 03 2018,95.1,11:00 AM,Consumer Confidence,NOV,93,
376,376,53.1,51.5,GB,Monday December 03 2018,54.3,11:30 AM,Markit/CIPS Manufacturing PMI,NOV,51.1,
377,377,-12.6%,,ES,Monday December 03 2018,,12:35 PM,New Car Sales YoY,NOV,-6.6%,
378,378,51.5,,SG,Monday December 03 2018,51.1,03:00 PM,SIPMM Manufacturing PMI,NOV,51.9,
379,379,,,US,Monday December 03 2018,,03:00 PM,Fed Quarles Speech,,,
380,380,-0.668%,,FR,Monday December 03 2018,,04:00 PM,3-Month BTF Auction,DEC/03,-0.710%,
381,381,-0.577%,,FR,Monday December 03 2018,,04:00 PM,12-Month BTF Auction,DEC/03,-0.572%,
382,382,-0.645%,,FR,Monday December 03 2018,,04:00 PM,6-Month BTF Auction,DEC/03,-0.657%,
383,383,,,US,Monday December 03 2018,,04:15 PM,Fed Williams Speech,,,
384,384,54.9,,CA,Monday December 03 2018,53.98,04:30 PM,RBC Manufacturing PMI,NOV,53.9,
385,385,55.3,55.4,US,Monday December 03 2018,55.4,04:45 PM,Markit Manufacturing PMI Final,NOV,55.7,
386,386,60.7,70,US,Monday December 03 2018,,05:00 PM,ISM Manufacturing Prices,NOV,71.6,
387,387,62.1,,US,Monday December 03 2018,,05:00 PM,ISM Manufacturing New Orders,NOV,57.4,
388,388,58.4,56.5,US,Monday December 03 2018,,05:00 PM,ISM Manufacturing Employment,NOV,56.8,
389,389,59.3,57.6,US,Monday December 03 2018,57,05:00 PM,ISM Manufacturing PMI,NOV,57.7,
390,390,-0.1%,0.4%,US,Monday December 03 2018,0.40%,05:00 PM,Construction Spending MoM,OCT,-0.1%,Previous revised from 0%
391,391,,,US,Monday December 03 2018,,05:30 PM,Fed Brainard Speech,,,
392,392,2.365%,,US,Monday December 03 2018,,06:30 PM,3-Month Bill Auction,,2.370%,
393,393,2.495%,,US,Monday December 03 2018,,06:30 PM,6-Month Bill Auction,,2.475%,
394,394,,,GB,Monday December 03 2018,,07:30 PM,BoE Haldane Speech,,,
395,395,,,US,Monday December 03 2018,,08:00 PM,Fed Kaplan Speech,,,
396,396,17.49M,17.2M,US,Monday December 03 2018,,10:30 PM,Total Vehicle Sales,NOV,17.57M,
397,397,,,EA,Monday December 03 2018,,,Eurogroup Meeting,,,
398,398,51.3,,AU,Sunday December 02 2018,56.6,11:30 PM,AIG Manufacturing Index,NOV,58.3,
399,399,,,CH,Saturday December 01 2018,,11:00 AM,SNB Chair Jordan Speech,,,
400,400,0.8%,1.1%,JP,Friday November 30 2018,,01:30 AM,Tokyo CPI YoY,NOV,1.5%,Previous revised from 1.5%
401,401,1%,1%,JP,Friday November 30 2018,,01:30 AM,Tokyo Core CPI YoY,NOV,1%,Previous revised from 1%
402,402,1.62,1.65,JP,Friday November 30 2018,,01:30 AM,Jobs/applications ratio,OCT,1.64,Previous revised from 1.64
403,403,2.4%,2.3%,JP,Friday November 30 2018,2.3%,01:30 AM,Unemployment Rate,OCT,2.3%,
404,404,4.2%,,JP,Friday November 30 2018,0.4%,01:50 AM,Industrial Production YoY Prel,OCT,-2.5%,
405,405,2.9%,1.2%,JP,Friday November 30 2018,-1%,01:50 AM,Industrial Production MoM Prel,OCT,-0.4%,
406,406,4.6%,,AU,Friday November 30 2018,,02:30 AM,Private Sector Credit YoY,OCT,4.6%,
407,407,0.4%,0.4%,AU,Friday November 30 2018,0.4%,02:30 AM,Private Sector Credit MoM,OCT,0.4%,
408,408,50,50.2,CN,Friday November 30 2018,50.2,03:00 AM,NBS Manufacturing PMI,NOV,50.2,
409,409,53.4,53.8,CN,Friday November 30 2018,53.8,03:00 AM,Non Manufacturing PMI,NOV,53.9,
410,410,$671.7B,,SG,Friday November 30 2018,$ 670.9B,04:00 AM,Bank Lending,OCT,$669.5B,
411,411,-16.5%,,JP,Friday November 30 2018,-1.4%,07:00 AM,Construction Orders YoY,OCT,1%,
412,412,42.9,43.3,JP,Friday November 30 2018,44.1,07:00 AM,Consumer Confidence,NOV,43.0,
413,413,0.3%,0.3%,JP,Friday November 30 2018,-0.68%,07:00 AM,Housing Starts YoY,OCT,-1.5%,
414,414,4.8%,4.2%,DE,Friday November 30 2018,,09:00 AM,Import Prices YoY,OCT,4.4%,
415,415,1%,0.5%,DE,Friday November 30 2018,,09:00 AM,Import Prices MoM,OCT,0.4%,
416,416,-0.3%,0.3%,DE,Friday November 30 2018,0.6%,09:00 AM,Retail Sales MoM,OCT,-0.3%,Previous revised from 0.1%
417,417,5%,2.7%,DE,Friday November 30 2018,2.5%,09:00 AM,Retail Sales YoY,OCT,-2.8%,Previous revised from -2.6%
418,418,1.9%,1.7%,GB,Friday November 30 2018,,09:00 AM,Nationwide Housing Prices YoY,NOV,1.6%,
419,419,0.3%,0.1%,GB,Friday November 30 2018,,09:00 AM,Nationwide Housing Prices MoM,NOV,0%,
420,420,2.2%,2.2%,FR,Friday November 30 2018,2.5%,09:45 AM,Harmonised Inflation Rate YoY Prel,NOV,2.5%,
421,421,-0.2%,,FR,Friday November 30 2018,0.1%,09:45 AM,Harmonised Inflation Rate MoM Prel,NOV,0.1%,
422,422,1.9%,,FR,Friday November 30 2018,2.3%,09:45 AM,Inflation Rate YoY Prel,NOV,2.2%,
423,423,-0.2%,-0.2%,FR,Friday November 30 2018,0.1%,09:45 AM,Inflation Rate MoM Prel,NOV,0.1%,
424,424,0.4%,,FR,Friday November 30 2018,0.2%,09:45 AM,PPI MoM,OCT,0.4%,Previous revised from 0.3%
425,425,0.4%,0.5%,AT,Friday November 30 2018,0.5%,10:00 AM,GDP Growth Rate QoQ Final,Q3,0.6%,
426,426,2.2%,2.4%,AT,Friday November 30 2018,2.4%,10:00 AM,GDP Growth Rate YoY Final,Q3,2.7%,
427,427,0.4%,,AT,Friday November 30 2018,0.2%,10:00 AM,PPI MoM,OCT,0.3%,
428,428,3.4%,,AT,Friday November 30 2018,3.3%,10:00 AM,PPI YoY,OCT,3.3%,
429,429,99.1,99.5,CH,Friday November 30 2018,100.9,10:00 AM,KOF Leading Indicators,NOV,100.2,Previous revised from 100.1
430,430,10.6%,10.1%,IT,Friday November 30 2018,9.9%,11:00 AM,Unemployment Rate,OCT,10.3%,Previous revised from 10.1%
431,431,€0.9B,,ES,Friday November 30 2018,€2.5B,11:00 AM,Current Account,SEP,€1.83B,
432,432,1%,1.1%,EA,Friday November 30 2018,1.1%,12:00 PM,Core Inflation Rate YoY Flash,NOV,1.1%,
433,433,2%,2.1%,EA,Friday November 30 2018,2.2%,12:00 PM,Inflation Rate YoY Flash,NOV,2.2%,
434,434,,,EA,Friday November 30 2018,,12:00 PM,ECB Mersch Speech,,,
435,435,8.1%,8%,EA,Friday November 30 2018,8.1%,12:00 PM,Unemployment Rate,OCT,8.1%,
436,436,7.7%,,GR,Friday November 30 2018,5.1%,12:00 PM,PPI YoY,OCT,6.8%,
437,437,3.3%,,GR,Friday November 30 2018,1.2%,12:00 PM,Retail Sales YoY,SEP,3.6%,Previous revised from 3.2%
438,438,-0.2%,-0.3%,IT,Friday November 30 2018,-0.2%,12:00 PM,Harmonised Inflation Rate MoM Prel,NOV,0.2%,
439,439,1.7%,1.6%,IT,Friday November 30 2018,1.7%,12:00 PM,Harmonised Inflation Rate YoY Prel,NOV,1.7%,
440,440,1.7%,1.7%,IT,Friday November 30 2018,1.6%,12:00 PM,Inflation Rate YoY Prel,NOV,1.6%,
441,441,-0.1%,-0.3%,IT,Friday November 30 2018,-0.2%,12:00 PM,Inflation Rate MoM Prel,NOV,0%,
442,442,-0.1%,0%,IT,Friday November 30 2018,0%,01:00 PM,GDP Growth Rate QoQ Final,Q3,0.2%,
443,443,0.7%,0.8%,IT,Friday November 30 2018,0.8%,01:00 PM,GDP Growth Rate YoY Final,Q3,1.2%,
444,444,7.7%,,CA,Friday November 30 2018,,03:30 PM,Raw Materials Prices YoY,OCT,14.5%,Previous revised from 14.6%
445,445,-2.4%,-5.2%,CA,Friday November 30 2018,,03:30 PM,Raw Materials Prices MoM,OCT,-1.0%,Previous revised from -0.9%
446,446,0.7%,,CA,Friday November 30 2018,,03:30 PM,GDP Implicit Price QoQ,Q3,0.4%,Previous revised from 0.5%
447,447,0.5%,,CA,Friday November 30 2018,0.3%,03:30 PM,GDP Growth Rate QoQ,Q3,0.7%,
448,448,2%,2%,CA,Friday November 30 2018,1.9%,03:30 PM,GDP Growth Rate Annualized,Q3,2.9%,
449,449,-0.1%,0.1%,CA,Friday November 30 2018,0.2%,03:30 PM,GDP MoM,SEP,0.1%,
450,450,0.2%,-0.5%,CA,Friday November 30 2018,,03:30 PM,PPI MoM,OCT,0.2%,Previous revised from 0.1%
451,451,5.3%,,CA,Friday November 30 2018,5.9%,03:30 PM,PPI YoY,OCT,6.3%,Previous revised from 6.2%
452,452,,,US,Friday November 30 2018,,04:00 PM,Fed Williams Speech,,,
453,453,66.4,58,US,Friday November 30 2018,59.2,04:45 PM,Chicago PMI,NOV,58.4,
454,454,C$-1.36B,,CA,Friday November 30 2018,C$ 1.5B,06:00 PM,Budget Balance,SEP,C$-1.88B,
455,455,887,,US,Friday November 30 2018,,08:00 PM,Baker Hughes Oil Rig Count,28/NOV,885,
456,456,¥-736.4B,,JP,Thursday November 29 2018,¥ -53.3B,01:50 AM,Foreign Bond Investment,24/NOV,¥-140.5B,Previous revised from ¥-145.2B
457,457,¥-195B,,JP,Thursday November 29 2018,¥ -102.3B,01:50 AM,Stock Investment by Foreigners,24/NOV,¥-186.1B,Previous revised from ¥-179.2B
458,458,1.2%,,JP,Thursday November 29 2018,-0.5%,01:50 AM,Retail Sales MoM,OCT,-0.2%,
459,459,3.5%,2.6%,JP,Thursday November 29 2018,0.9%,01:50 AM,Retail Sales YoY,OCT,2.2%,Previous revised from 2.1%
460,460,-0.8%,,AU,Thursday November 29 2018,,02:30 AM,HIA New Home Sales MoM,OCT,1.1%,
461,461,-0.5%,1%,AU,Thursday November 29 2018,0.75%,02:30 AM,Private Capital Expenditure QoQ,Q3,-0.9%,Previous revised from -2.5%
462,462,,,JP,Thursday November 29 2018,,03:30 AM,BoJ Masai Speech,,,
463,463,7.4%,,SG,Thursday November 29 2018,,07:00 AM,Export Prices YoY,OCT,7.2%,
464,464,9.4%,,SG,Thursday November 29 2018,,07:00 AM,Import Prices YoY,OCT,9.2%,
465,465,12.4%,,SG,Thursday November 29 2018,14.2%,07:00 AM,PPI YoY,OCT,12.1%,
466,466,-0.2%,0.4%,CH,Thursday November 29 2018,0.6%,08:45 AM,GDP Growth Rate QoQ,Q3,0.7%,
