ADDRESS,RV
"Fleece Inn, Bondgate Without, Alnwick, Northumberland, NE66 1PR",12750
"Fleece Inn, Bondgate Without, Alnwick, Northumberland, NE66 1PR",12750
"Post Office, Bridge Street, Rothbury, Morpeth, Northumberland, NE65 7SE",3800
"Post Office, Bridge Street, Rothbury, Morpeth, Northumberland, NE65 7SE",3800
"Rose & Thistle Inn, Alwinton, Morpeth, Northumberland, NE65 7BQ",11250
"Rose & Thistle Inn, Alwinton, Morpeth, Northumberland, NE65 7BQ",11250
"Swarland Fence Store, Swarland, Morpeth, Northumberland, NE65 9HX",9000
"Rothbury Motors Ltd, Hawthorn Close, Lionheart Enterprise Park, Alnwick, Northd, NE66 2HT",15250
"Rothbury Motors Ltd, Hawthorn Close, Lionheart Enterprise Park, Alnwick, Northd, NE66 2HT",15250
"The Alnwick Garden, Garden, Alnwick, Northumberland, NE66 1NG",195000
"C Mcclaren, Coquet Industrial Estate, Amble, Morpeth, Northumberland, NE65 0PE",9700
"Titlington Hall, Farm, Alnwick, Northumberland, NE66 2EB",10750
"65, Bondgate Within, Alnwick, Northumberland, NE66 1HZ",23000
"Bailiffgate Museum, 14, Bailiffgate, Alnwick, Northumberland, NE66 1LU",34000
"Bailiffgate Museum, 14, Bailiffgate, Alnwick, Northumberland, NE66 1LU",34000
"20, Bondgate Without, Alnwick, Northumberland, NE66 1PN",5800
"Horse Shoes Inn, Rennington, Alnwick, Northumberland, NE66 3RS",15500
"Horse Shoes Inn, Rennington, Alnwick, Northumberland, NE66 3RS",15500
"Ryecroft, 2, Swindon Cottages, Sharperton, Morpeth, Northumberland, NE65 7AP",2500
"The Barn, Hepple Tower, Hepple, Morpeth, Northumberland, NE65 7LQ",2750
"5-7, Bondgate Within, Alnwick, Northumberland, NE66 1SX",16000
"Georgian Guest House, 3, Hotspur Street, Alnwick, Northumberland, NE66 1QE",6200
"Near Courtyard Cottages, Dunstan Steads, Embleton, Alnwick, Northumberland, NE66 3DT",560
"Near The Dairy, Dunstan Steads, Embleton, Alnwick, Northumberland, NE66 3DT",280
"Dunstan House, Dunstan, Craster, Alnwick, Northumberland, NE66 3SY",580
"Fc Amble Juniors Recreation Park, Acklington Road, Amble, Morpeth, NE65 0NG",475
"Unit 8b, Coquet Enterprise Park, Amble, Morpeth, Northumberland, NE65 0PE",3650
"Schooner Inn, Lime Street, Amble, Morpeth, Northumberland, NE65 0AD",35750
"Site 3 Seaton Point, Boulmer, Alnwick, Northumberland, NE66 3BH",730
"Red Lion Inn, 22, Northumberland Street, Alnmouth, Alnwick, Northumberland, NE66 2RJ",56750
"Brockley Hall Farm, Longframlington, Morpeth, Northumberland, NE65 8JG",1400
"Amble Lifeboat Station, Quayside, Amble, Morpeth, Northumberland, NE65 0AP",27500
"Amble Lifeboat Station, Quayside, Amble, Morpeth, Northumberland, NE65 0AP",27500
"1-3 Rose Cottages, Station Road, Embleton, Alnwick, Northumberland, NE66 3XH",7200
"36, Queen Street, Amble, Morpeth, Northumberland, NE65 0BZ",5400
"5, Hotspur Court, Warkworth, Morpeth, Northd, NE65 0UG",3800
"13, Narrowgate, Alnwick, Northumberland, NE66 1JH",9900
"The Earl Grey Tea House, Howick Hall, Alnwick, NE66 3LB",8100
"Fairfield House, 16, Station Road, Warkworth, Morpeth, NE65 0XP",5000
"50, Sycamore Avenue, Alnwick, Northumberland, NE66 1DT",4000
"56, Northumberland Street, Alnmouth, Alnwick, Northumberland, NE66 2RJ",7500
"Waterloo Hotel, Queen Street, Amble, Morpeth, Northumberland, NE65 0BZ",12500
"Waterloo Hotel, Queen Street, Amble, Morpeth, Northumberland, NE65 0BZ",12500
"Barrow Mill Holiday Cottages, Alwinton, Morpeth, Northumberland, NE65 7BH",9700
"North Unit Woodstead Farm Buildings, Embleton, Alnwick, Northumberland, NE66 3ER",930
"30, Eglingham Village, Alnwick, NE66 2TX",3200
"Unit 2, Greensfield Park Industrial Estate, Willowburn Avenue, Alnwick, Northumberland, NE66 2DG",16500
"West Acre House, West Acres, Alnwick, Northd, NE66 2QA",4400
"23, Bondgate Without, Alnwick, Northumberland, NE66 1PR",6000
"Unit Dc104/2, Coquet Enterprise Park, Amble, Morpeth, Northumberland, NE65 0PE",19000
"Guest House, Alndyke Farmhouse, Alnmouth Road, Alnwick, NE66 3PB",4000
"1&2 Lorbottle West Steads, Thropton, Morpeth, NE65 7JT",5200
"Unit 2, Sawmills Industrial Estate, South Road, Alnwick, Northumberland, NE66 2QW",11000
"Swarland Old Hall, Swarland, Morpeth, Northumberland, NE65 9HU",10250
"21, Greens Park, Warkworth, Morpeth, Northd, NE65 0GY",4450
"3, Whin Hill, Craster, Alnwick, NE66 3TP",3800
"The Annexe, Hipsburn Farmhouse, Hipsburn Farm, Lesbury, Alnwick, NE66 3PY",5200
"Park Cottage, Cragside, Rothbury, Morpeth, Northumberland, NE65 7PU",5800
"Springfield House, Townfoot, Rothbury, Morpeth, Northumberland, NE65 7SP",5200
"Virginia Cottage, 2, Brewery Lane, Warkworth, Morpeth, NE65 0UX",2400
"Poachers Cottage, 17, Bailiffgate, Alnwick, NE66 1LZ",3800
"West Todburn, Longhorsley, Morpeth, Northumberland, NE65 8QZ",575
"13, Gordon Street, Amble, Morpeth, Northumberland, NE65 0AT",3350
"Cliffwell Service Station, Albert Street, Amble, Morpeth, Northumberland, NE65 0LU",14000
"Annexe At Mossyford, Alnwick Moor, Alnwick, NE66 2AT",2000
"39, Howick Street, Alnwick, Northumberland, NE66 1UY",5200
"The Coach House, Lynnholm, Thropton, Morpeth, NE65 7JE",1600
"Blink Bonny Hotel, Christon Bank, Alnwick, Northumberland, NE66 3ES",5000
"7, Clayport Street, Alnwick, Northumberland, NE66 1LA",7400
"21d, Bondgate Without, Alnwick, Northumberland, NE66 1PR",3800
"23, Percy Street, Amble, Morpeth, NE65 0AG",3200
"4, Granary Cottages, Dunstan Steads, Embleton, Alnwick, NE66 3DT",4050
"Foxgloves, High Newton Farmhouse, Newton By The Sea, Alnwick, NE66 3ED",4450
"15a, Queen Street, Amble, Morpeth, Northumberland, NE65 0BX",5400
"R/O, 20, Narrowgate, Alnwick, Northumberland, NE66 1JG",6900
"Ethie Lodge, 7, Model Buildings, Rothbury, Morpeth, NE65 7UN",3200
"T Rogers Caistron Quarry, Hepple, Morpeth, Northumberland, NE65 7JG",1150
"Charity Hall Holiday Cottages, Charity Hall Farm, Sharperton, Morpeth, Northumberland, NE65 7AG",4400
"16, Bondgate Without, Alnwick, Northumberland, NE66 1PP",11500
"4, Bridge Street, Amble, Morpeth, Northumberland, NE65 0DR",4650
"Store No 11, Quayside, Amble, Morpeth, Northumberland, NE65 0AP",1175
"Store No 4, Quayside, Amble, Morpeth, Northumberland, NE65 0AP",1600
"Industrial Unit A Hawkhill Business Park, Hawkhill Farm, Lesbury, Alnwick, Northumberland, NE66 3PG",4050
"2, Prospect Place, Alnmouth, Alnwick, NE66 2RL",4450
"1, Whin Hill, Craster, Alnwick, NE66 3TP",3800
"20, Ladbroke Street, Amble, Morpeth, Northumberland, NE65 0AS",3350
"1, Youngers Terrace, Warkworth, Morpeth, Northumberland, NE65 0UU",3800
"6, Island View, Amble, Morpeth, NE65 0SE",3750
"The Dower House, Eslington Park, Whittingham, Alnwick, Northd, NE66 4UR",3150
"2-4, Wellwood Street, Amble, Morpeth, Northumberland, NE65 0EW",8500
"Keepers Cottage, Burradon, Thropton, Morpeth, NE65 7HF",2500
"6, Narrowgate, Alnwick, Northumberland, NE66 1JG",23250
"The Manse, 45, High Street, Amble, Morpeth, Northumberland, NE65 0LE",12000
"Sun Inn, 29, Northumberland Street, Alnmouth, Alnwick, Northumberland, NE66 2RA",23750
"Flat 1st Flr At, 1c, Bailiffgate, Alnwick, NE66 1LZ",2400
"Dunstan Hall & Stable Cottage, Craster, Alnwick, NE66 3TF",31500
"Dunstan Hall & Stable Cottage, Craster, Alnwick, NE66 3TF",31500
"Orchard Lodge, Eastfield Hall, Warkworth, Morpeth, NE65 0YE",4050
"8, West End, Craster, Alnwick, Northumberland, NE66 3TS",6200
"The Old Reading Rooms, The Cottages , North Charlton, Alnwick, Northumberland, NE67 5HP",3750
"Alnmouth F C, Alnmouth Road, Lesbury, Alnwick, Northumberland, NE66 3PX",900
"1, Crag View Gardens, Alnmouth Road, Alnwick, NE66 2QQ",4050
"Lambton House, High Street, Rothbury, Morpeth, Northumberland, NE65 7TA",6700
"Rspca, High Street, Rothbury, Morpeth, Northumberland, NE65 7SZ",10500
"Site 17 Seaton Point, Boulmer, Alnwick, Northumberland, NE66 3BH",740
"Cherry Cottage, Dunstan, Craster, Alnwick, Northumberland, NE66 3SZ",2550
"Site 4 Seaton Point, Boulmer, Alnwick, Northumberland, NE66 3BH",590
"South Unit Woodstead Farm Buildings, Embleton, Alnwick, Northumberland, NE66 3ER",1425
"Crystal Scientific Uk Ltd At Middle Barton, Whittingham, Alnwick, Northd, NE66 4SU",13000
"Guest Accommodation, Greycroft, Croft Place, Alnwick, NE66 1XU",5000
"Site 10 Seaton Point, Boulmer, Alnwick, Northumberland, NE66 3BH",265
"Chalet 14, Eastfield Hall, Warkworth, Morpeth, Northd, NE65 0YE",4450
"18, Newton On The Moor, Morpeth, Northumberland, NE65 9JY",3200
"8, Greens Park, Warkworth, Morpeth, NE65 0GY",4050
"1, Three Tuns Lane, Alnwick, NE66 1TT",4050
"12, Leazes Street, Amble, Morpeth, NE65 0AL",3350
"The Bolthole And Lantern View, Titlington Mount, Glanton, Alnwick, NE66 2EA",6900
"17, Bondgate Without, Alnwick, Northumberland, NE66 1PR",10000
"Stable Cottage, Newton Low Hall, Newton On The Moor, Morpeth, NE65 9LD",2000
"3, Dovecote Lane, Alnwick, Northumberland, NE66 1PE",4050
"Cosy Cottage, 7, The Butts, Warkworth, Morpeth, Northumberland, NE65 0SS",3800
"The Old Quarry Workshop, Quarry Road, Longhoughton, Alnwick, Northumberland, NE66 3AE",9000
"Unit 4-5, Sawmills Industrial Estate, South Road, Alnwick, Northumberland, NE66 2QW",6800
"Bed And Breakfast, The Old Rectory , Howick, Alnwick, Northumberland, NE66 3LE",4950
"The Bakehouse Gallery, Prudhoe Street, Alnwick, NE66 1UW",6000
"Craster Tower, Northside, Craster, Alnwick, NE66 3SS",7500
"Killiekrankie, 8, Wellfield, Warkworth, Morpeth, Northumberland, NE65 0SU",4450
"The Food Hall, Wagonway Road, Alnwick, Northumberland, NE66 1QP",8500
"3, Narrowgate, Alnwick, Northumberland, NE66 1JH",7300
"Unit 8c-D, Coquet Enterprise Park, Amble, Morpeth, Northumberland, NE65 0PE",6000
"1st & 2nd Flrs, 24, Bondgate Within, Alnwick, Northumberland, NE66 1TD",10500
"25, Bondgate Without, Alnwick, Northumberland, NE66 1PR",9800
"The Byre, Swarland Mill, Old Swarland, Swarland, Morpeth, Northumberland, NE65 9HX",2275
"Marine House Cottage, Marine Road, Alnmouth, Alnwick, NE66 2RW",6400
"54, Northumberland Street, Alnmouth, Alnwick, Northumberland, NE66 2RJ",3050
"Raf Boulmer Bumble Bee Day Care, Portal Place, Longhoughton, Alnwick, Northumberland, NE66 3JN",8200
"Howick Hall Gardens, Howick Hall, Alnwick, NE66 3LB",750
"Howick Hall Gardens, Howick Hall, Alnwick, NE66 3LB",750
"30, The Village, Acklington, Morpeth, Northumberland, NE65 9BW",1825
"Fishing Boat Inn, Boulmer Village, Boulmer, Alnwick, Northumberland, NE66 3BP",1425
"22, Hotspur Place, Alnwick, NE66 1QF",4450
"Butchery, Butterknowes, Longframlington, Morpeth, Northumberland, NE65 8JF",680
"7, Paikes Street, Alnwick, Northumberland, NE66 1HX",10750
"Unit 10, Sawmills Industrial Estate, South Road, Alnwick, Northumberland, NE66 2QW",13500
"Bluebell Cottage, The Grange, Glanton, Alnwick, NE66 4BE",2500
"Unit 6, St Thomas Close, Alnwick, Northumberland, NE66 1EZ",1700
"1-3, West Fallodon Cottages, Chathill, Northumberland, NE67 5EB",9600
"Alnwick Squash Club, Bondgate Without, Alnwick, Northumberland, NE66 1PR",13250
"The Thrumb, Bridge Street, Rothbury, Morpeth, Northumberland, NE65 7SE",3000
"Site 2 Seaton Point, Boulmer, Alnwick, Northumberland, NE66 3BH",485
"Store No 8, Quayside, Amble, Morpeth, Northumberland, NE65 0AP",1175
"Dock Hotel, Queen Street, Amble, Morpeth, Northumberland, NE65 0BX",34000
"Store No 6, Quayside, Amble, Morpeth, Northumberland, NE65 0AP",1175
"Waters Edge, 3, High Dales Cottages, Embleton, Alnwick, Northumberland, NE66 3XB",3050
"3 Jubilee Court, Howick Street, Alnwick, Northumberland, NE66 1UY",4450
"Old School, Howick, Alnwick, NE66 3LE",2400
"Holiday Cottages, Low Alwinton, Harbottle, Morpeth, Northumberland, NE65 7BE",11000
"Cemetery, Whitton Road, Rothbury, Morpeth, Northumberland, NE65 7RX",2250
"1, Ivy Street, Amble, Morpeth, Northumberland, NE65 0PR",830
"43, Queen Street, Amble, Morpeth, Northumberland, NE65 0DA",7300
"38, Queen Street, Amble, Morpeth, Northumberland, NE65 0BZ",4150
"Blue Bell Inn, Albert Street, Amble, Morpeth, Northumberland, NE65 0LU",9250
"16 & 18, The Village, Christon Bank, Alnwick, Northumberland, NE66 3EY",5200
"Stable Cottage, 3a, Aydon Gardens, Alnwick, Northumberland, NE66 2NT",3800
"4, Newburgh Street, Amble, Morpeth, Northumberland, NE65 0AQ",2750
"Unit 1, Coquet Enterprise Park, Amble, Morpeth, Northumberland, NE65 0PE",7700
"Woodbine Cottage, Harbottle, Morpeth, NE65 7DG",3150
"Unit 3, Clayport Barn, Clayport Bank, Alnwick, Northumberland, NE66 2AN",1950
"The Granary, East Newtown Farm, Rothbury, Morpeth, Northd, NE65 7NN",6800
"Cullernose Cottage , 11&12, Boatmans Place, Newton By The Sea, Alnwick, Northumberland, NE66 3EJ",8500
"Greys Inn, Embleton, Alnwick, Northumberland, NE66 3UY",14500
"Greys Inn, Embleton, Alnwick, Northumberland, NE66 3UY",14500
"Fellside, Alwinton, Morpeth, Northumberland, NE65 7BQ",2500
"Woof Cuts, 18, Fallodon Avenue, Shilbottle, Alnwick, Northumberland, NE66 2UP",590
"Unit 5c, Coquet Enterprise Park, Amble, Morpeth, Northumberland, NE65 0PE",5000
"Store No 10, 4, Quayside, Amble, Morpeth, Northumberland, NE65 0AP",1175
"Site P, Coquet Industrial Estate, Amble, Morpeth, Northumberland, NE65 0PE",9500
"The Sun Kitchen, Sun Buildings, High Street, Rothbury, Morpeth, Northumberland, NE65 7TQ",4500
"Rock Mill Farmhouse, Rock Mill, Christon Bank, Alnwick, Northd, NE66 3HA",8900
"16, Wellwood Street, Amble, Morpeth, NE65 0EL",3350
"Market Rights, Market Place, Alnwick, Northumberland, NE66 1HS",6500
"Recreation Park, Acklington Road, Amble, Morpeth, NE65 0NG",2700
"Recreation Park, Acklington Road, Amble, Morpeth, NE65 0NG",2700
"Todburn East, Longhorsley, Morpeth, Northd, NE65 8QZ",12250
"1, The Pinfold, Alnmouth, Alnwick, Northumberland, NE66 2RA",3800
"Chalet, 4, Eastfield Hall, Warkworth, Morpeth, NE65 0YE",4450
"Hemmel House & Millers Hill, Glanton, Alnwick, Northumberland, NE66 4AG",7500
"15, Christon Bank Village, Alnwick, NE66 3EY",3200
"The Granary, Breamish Parks Farm, Powburn, Alnwick, Northd, NE66 4HR",2000
"51-53, Queen Street, Amble, Morpeth, Northumberland, NE65 0DA",7500
"27, Pottergate, Alnwick, NE66 1JW",4450
"33a, Fenkle Street, Alnwick, Northumberland, NE66 1HW",4300
"Guest House, Holly Lodge, The Avenue, Alnwick, NE66 1UL",5000
"Jims Auto Repairs, New Row, Alnwick, Northumberland, NE66 1JT",3250
"Unit, 2, Former Urc Church, Embleton, Alnwick, NE66 3UN",4050
"Midwood Lodge And Cottage, Shepherds Hill, Alnmouth, Alnwick, NE66 3NG",5200
"Holiday Chalet, 27, Boulmer Village, Boulmer, Alnwick, Northumberland, NE66 3BP",3200
"24, Lisburn Street, Alnwick, NE66 1UR",3800
"Ash Cottage, Dunstan, Craster, Alnwick, Northumberland, NE66 3SZ",3800
"2, Paikes Street, Alnwick, Northumberland, NE66 1HX",3700
"Shilbottle Community Hall, Grange Road, Shilbottle, Alnwick, Northumberland, NE66 2XH",14000
"Shilbottle Community Hall, Grange Road, Shilbottle, Alnwick, Northumberland, NE66 2XH",14000
"17, Haven Hill, Craster, Alnwick, Northumberland, NE66 3TR",6900
"2, The Old Granary, Newton By The Sea, Alnwick, NE66 3HJ",3800
"Offices, 10, Sandgate, Berwick-Upon-Tweed, TD15 1EP",4750
"22, Main Street, Seahouses, Northumberland, NE68 7RQ",15750
"Branxton Village Hall, Branxton, Cornhill-On-Tweed, TD12 4SW",1150
"Branxton Village Hall, Branxton, Cornhill-On-Tweed, TD12 4SW",1150
"Mindrum Station, Mindrum, Mindrum, Cornhill-On-Tweed, TD12 4QL",1475
"Cricket Pavilion, Chatton, Alnwick, Northumberland, NE66 5RA",1675
"Cricket Pavilion, Chatton, Alnwick, Northumberland, NE66 5RA",1675
"J H Fletcher, New Road, Chatton, Alnwick, Northumberland, NE66 5PU",2600
"Village Hall, Doddington, Wooler, Northumberland, NE71 6AL",2100
"Village Hall, Doddington, Wooler, Northumberland, NE71 6AL",2100
"Wooler Golf Club Dod Law, Doddington, Wooler, Northumberland, NE71 6AW",8700
"Wooler Golf Club Dod Law, Doddington, Wooler, Northumberland, NE71 6AW",8700
"Crookham Village Hall, Crookham, Cornhill-On-Tweed, TD12 4SY",1875
"Crookham Village Hall, Crookham, Cornhill-On-Tweed, TD12 4SY",1875
"Etal Village Hall, Etal, Cornhill-On-Tweed, TD12 4TL",1500
"Etal Village Hall, Etal, Cornhill-On-Tweed, TD12 4TL",1500
"Mill Power House, Etal, Cornhill-On-Tweed, TD12 4TW",2500
"Cricket Field, Etal, Cornhill-On-Tweed, TD12 4TL",3100
"Lady Waterford Hall Trustees, Ford Village, Ford, Berwick-Upon-Tweed, TD15 2QG",2200
"Lady Waterford Hall Trustees, Ford Village, Ford, Berwick-Upon-Tweed, TD15 2QG",2200
"Ford First School Ford Bank, Ford Village, Ford, Berwick-Upon-Tweed, TD15 2QG",10250
"Heatherslaw Mill Museum, Heatherslaw, Cornhill-On-Tweed, TD12 4TJ",6000
"Heatherslaw Mill Museum, Heatherslaw, Cornhill-On-Tweed, TD12 4TJ",6000
"Stables, Kimmerston Farm, Wooler, Northumberland, NE71 6JH",5100
"Ingram Mill Caravan Site, Ingram, Alnwick, Northumberland, NE66 4LU",660
"The Kennels, Langham, Mindrum, Cornhill-On-Tweed, TD12 4QR",3900
"College Valley Hall, Kirknewton, Wooler, Northumberland, NE71 6TR",2350
"College Valley Hall, Kirknewton, Wooler, Northumberland, NE71 6TR",2350
"Football Field R/O, Main Street, Lowick, Berwick-Upon-Tweed, TD15 2UD",880
"Football Field R/O, Main Street, Lowick, Berwick-Upon-Tweed, TD15 2UD",880
"64, Main Street, Lowick, Berwick-Upon-Tweed, TD15 2UA",1650
"64, Main Street, Lowick, Berwick-Upon-Tweed, TD15 2UA",1650
"Reading Room, Main Road, Milfield, Wooler, Northumberland, NE71 6HT",1325
"Reading Room, Main Road, Milfield, Wooler, Northumberland, NE71 6HT",1325
"Football Field Adj, The Martins, Wooler, Northumberland, NE71 6RP",910
"Football Field Adj, The Martins, Wooler, Northumberland, NE71 6RP",910
"Cricket Field, Brewery Road, Wooler, Northumberland, NE71 6QG",1675
"Cricket Field, Brewery Road, Wooler, Northumberland, NE71 6QG",1675
"Tennis Courts, Brewery Road, Wooler, Northumberland, NE71 6QG",990
"Tennis Courts, Brewery Road, Wooler, Northumberland, NE71 6QG",990
"22, High Street, Wooler, Northumberland, NE71 6BY",3150
"10, South Road, Wooler, Northumberland, NE71 6NL",8900
"1, Tenter Hill, Wooler, Northumberland, NE71 6DB",1375
"Swarland Pre-School, Swarland County First School, Swarland, Morpeth, Northd, NE65 9JP",2100
"Swarland Pre-School, Swarland County First School, Swarland, Morpeth, Northd, NE65 9JP",2100
"Old Red Cross Building, Wagonway Road, Alnwick, Northumberland, NE66 1QN",2075
"Sub Surface Technologies Ltd, South Road Industrial Estate, Alnwick, Northumberland, NE66 2NN",14250
"Sub Surface Technologies Ltd, South Road Industrial Estate, Alnwick, Northumberland, NE66 2NN",14250
"Conway Cottage, High Street, Rothbury, Morpeth, Northumberland, NE65 7TE",3200
"1, Fallodon Burn Houses, Chathill, NE67 5ED",3750
"Column View, 2, Bondgate Without, Alnwick, Northumberland, NE66 1PP",2400
"1, Shipley Farm, Alnwick, NE66 2LP",3200
"Industrial Units 3 & 4, Hawkhill Business Park, Hawkhill Farm, Lesbury, Alnwick, Northumberland, NE66 3PG",2650
"Stoup Hill, Alnwick Moor, Alnwick, Northumberland, NE66 2AR",6000
"Store No 7, Quayside, Amble, Morpeth, Northumberland, NE65 0AP",1175
"1st Flr, The Gardeners House, Bondgate Without, Alnwick, Northumberland, NE66 1PN",3450
"W Pringle Ltd, Christon Bank Farm, Christon Bank, Alnwick, Northumberland, NE66 3EZ",8200
"Riversview, Physic Lane, Thropton, Morpeth, NE65 7HU",2500
"R Robson & Son, Townfoot, Rothbury, Morpeth, Northumberland, NE65 7SL",2050
"Chalet 8 Shemamour, Eastfield Hall, Warkworth, Morpeth, NE65 0YE",4450
"Flat, 1, Simonside House, Rothbury, Morpeth, Northumberland, NE65 7TB",2000
"Farriers Arms, Farne Road, Shilbottle, Alnwick, Northumberland, NE66 2XX",8400
"4, Dial Place, Warkworth, Morpeth, Northumberland, NE65 0UR",8900
"Harbour Guest House, 24/26, Leazes Street, Amble, Morpeth, Northumberland, NE65 0AL",5800
"Wagtail Cottage, Eastfield Hall, Warkworth, Morpeth, NE65 0YE",3050
"1, Heugh Road, Craster, Alnwick, Northumberland, NE66 3TJ",4450
"The Lodge At Shirewater, Embleton, Alnwick, Northumberland, NE66 3DW",2400
"2, Wellfield, Warkworth, Morpeth, NE65 0SU",4050
