	seqId	date	category	value
5488	485	1993-12-31	3.0	0.01
5988	2177	1993-01-04	2.0	0.08
5989	2177	1993-01-05	1.0	0.5123
5991	2177	1993-02-05	1.0	0.5123
5993	2177	1993-03-05	1.0	0.5123
5995	2177	1993-04-05	1.0	0.5123
5997	2177	1993-05-05	1.0	0.5123
5998	2177	1993-05-06	0.0	0.3168
5999	2177	1993-05-31	3.0	0.00146
6001	2177	1993-06-05	1.0	0.5123
6002	2177	1993-06-06	0.0	0.3168
6003	2177	1993-06-10	3.0	0.215
6004	2177	1993-06-30	3.0	0.00146
6006	2177	1993-07-05	1.0	0.5123
6007	2177	1993-07-06	0.0	0.3168
6008	2177	1993-07-21	3.0	0.32
6009	2177	1993-07-31	3.0	0.00146
6011	2177	1993-08-05	1.0	0.5123
6012	2177	1993-08-06	0.0	0.3168
6013	2177	1993-08-31	3.0	0.00146
6015	2177	1993-09-05	1.0	0.5123
6016	2177	1993-09-06	0.0	0.3168
6017	2177	1993-09-30	3.0	0.00146
6019	2177	1993-10-05	1.0	0.5123
6020	2177	1993-10-06	0.0	0.3168
6021	2177	1993-10-16	3.0	0.288
6022	2177	1993-10-19	3.0	0.192
6023	2177	1993-10-31	3.0	0.00146
6025	2177	1993-11-05	1.0	0.5123
6026	2177	1993-11-06	0.0	0.3168
6027	2177	1993-11-26	3.0	0.112
6028	2177	1993-11-30	3.0	0.00146
6030	2177	1993-12-05	1.0	0.5123
6031	2177	1993-12-06	0.0	0.3168
6032	2177	1993-12-09	3.0	0.04
6033	2177	1993-12-30	3.0	0.01
6034	2177	1993-12-31	3.0	0.00146
6336	2357	1993-01-04	2.0	0.08
6337	2357	1993-01-12	1.0	0.6434
6339	2357	1993-02-12	1.0	0.6434
6341	2357	1993-03-12	1.0	0.6434
6343	2357	1993-04-12	1.0	0.6434
6345	2357	1993-05-04	3.0	0.15
6346	2357	1993-05-12	1.0	0.6434
6347	2357	1993-05-31	3.0	0.00146
6349	2357	1993-06-03	3.0	0.47
6350	2357	1993-06-08	0.0	0.3869
6351	2357	1993-06-08	3.0	1.25
6352	2357	1993-06-12	1.0	0.6434
6353	2357	1993-06-15	3.0	0.344
6354	2357	1993-06-30	3.0	0.00146
6356	2357	1993-07-08	0.0	0.3869
6357	2357	1993-07-12	1.0	0.6434
6358	2357	1993-07-31	3.0	0.00146
6360	2357	1993-08-03	3.0	0.336
6361	2357	1993-08-08	0.0	0.3869
6362	2357	1993-08-12	1.0	0.6434
6363	2357	1993-08-31	3.0	0.00146
6365	2357	1993-09-08	0.0	0.3869
6366	2357	1993-09-12	1.0	0.6434
6367	2357	1993-09-30	3.0	0.00146
6369	2357	1993-10-08	0.0	0.3869
6370	2357	1993-10-12	1.0	0.6434
6371	2357	1993-10-31	3.0	0.00146
6373	2357	1993-11-08	0.0	0.3869
6374	2357	1993-11-12	1.0	0.6434
6375	2357	1993-11-30	3.0	0.00146
6376	2357	1993-11-30	3.0	0.14
6378	2357	1993-12-08	0.0	0.3869
6379	2357	1993-12-10	3.0	0.05
6380	2357	1993-12-12	1.0	0.6434
6381	2357	1993-12-31	3.0	0.00146
6693	2881	1993-01-04	2.0	0.07
6694	2881	1993-01-13	2.0	0.6959
6696	2881	1993-02-03	2.0	0.7
6697	2881	1993-02-13	2.0	0.6959
6699	2881	1993-03-05	2.0	0.27
6700	2881	1993-03-13	2.0	0.6959
6702	2881	1993-04-04	3.0	0.51
6703	2881	1993-04-13	2.0	0.6959
6705	2881	1993-05-04	3.0	0.6
6706	2881	1993-05-13	2.0	0.6959
6707	2881	1993-05-31	3.0	0.00146
6709	2881	1993-06-03	3.0	0.63
6710	2881	1993-06-09	0.0	0.4639
6711	2881	1993-06-13	2.0	1.0438
6712	2881	1993-06-30	3.0	0.00146
6714	2881	1993-07-03	3.0	0.52
6715	2881	1993-07-09	0.0	0.4639
6716	2881	1993-07-13	2.0	0.6959
6717	2881	1993-07-31	3.0	0.00146
6719	2881	1993-08-02	3.0	0.19
6720	2881	1993-08-09	0.0	0.4639
6721	2881	1993-08-13	2.0	0.6959
6722	2881	1993-08-31	3.0	0.00146
6724	2881	1993-09-01	3.0	0.132
6725	2881	1993-09-01	3.0	0.08
6726	2881	1993-09-09	0.0	0.4639
6727	2881	1993-09-13	2.0	0.6959
6728	2881	1993-09-30	3.0	0.00146
6730	2881	1993-10-01	3.0	0.41
6731	2881	1993-10-09	0.0	0.4639
6732	2881	1993-10-10	3.0	0.576
6733	2881	1993-10-13	2.0	0.6959
6734	2881	1993-10-31	3.0	0.18
6735	2881	1993-10-31	3.0	0.00146
6737	2881	1993-11-09	0.0	0.4639
6738	2881	1993-11-13	2.0	0.6959
6739	2881	1993-11-30	3.0	0.00146
6740	2881	1993-11-30	3.0	0.15
6742	2881	1993-12-08	3.0	0.18
6743	2881	1993-12-09	0.0	0.4639
6744	2881	1993-12-13	2.0	1.0438
6745	2881	1993-12-19	3.0	0.208
6746	2881	1993-12-30	2.0	0.19
6747	2881	1993-12-31	3.0	0.00146
7115	9635	1993-01-05	2.0	0.04
7116	9635	1993-01-14	1.0	0.447
7119	9635	1993-02-14	1.0	0.447
7121	9635	1993-03-14	1.0	0.447
7123	9635	1993-04-14	1.0	0.447
7125	9635	1993-05-14	1.0	0.447
7128	9635	1993-05-31	3.0	0.00146
7129	9635	1993-06-03	3.0	0.35
7130	9635	1993-06-04	3.0	0.11
7131	9635	1993-06-10	3.0	1.445
7132	9635	1993-06-12	3.0	0.272
7133	9635	1993-06-14	1.0	0.447
7134	9635	1993-06-28	3.0	0.24
7137	9635	1993-06-30	3.0	0.00146
7138	9635	1993-07-14	1.0	0.447
7141	9635	1993-07-31	3.0	0.00146
7142	9635	1993-08-14	1.0	0.447
7143	9635	1993-08-15	3.0	0.37
7146	9635	1993-08-31	3.0	0.35
7147	9635	1993-08-31	3.0	0.00146
7148	9635	1993-09-02	3.0	0.216
7149	9635	1993-09-14	1.0	0.447
7152	9635	1993-09-30	3.0	0.00146
7153	9635	1993-10-14	1.0	0.447
7154	9635	1993-10-17	3.0	0.31
7155	9635	1993-10-29	3.0	0.22
7158	9635	1993-10-31	3.0	0.00146
7159	9635	1993-11-14	1.0	0.447
7162	9635	1993-11-30	3.0	0.00146
7163	9635	1993-12-14	1.0	0.447
7164	9635	1993-12-15	3.0	0.36
7165	9635	1993-12-20	3.0	0.08
7168	9635	1993-12-31	3.0	0.00146
7529	652	1993-01-05	2.0	0.07
7530	652	1993-01-09	2.0	1.3851
7532	652	1993-02-04	2.0	0.29
7533	652	1993-02-09	2.0	1.3851
7535	652	1993-03-06	3.0	0.48
7536	652	1993-03-09	2.0	1.3851
7538	652	1993-04-05	3.0	0.78
7539	652	1993-04-09	2.0	1.3851
7541	652	1993-05-05	3.0	1.03
7542	652	1993-05-09	2.0	1.3851
7543	652	1993-05-11	0.0	0.7591
7545	652	1993-05-31	3.0	0.00146
7546	652	1993-06-04	3.0	0.97
7547	652	1993-06-09	2.0	2.0776
7548	652	1993-06-11	0.0	0.7591
7550	652	1993-06-30	3.0	0.00146
7551	652	1993-07-03	3.0	0.468
7552	652	1993-07-04	3.0	0.66
7553	652	1993-07-09	2.0	1.3851
7554	652	1993-07-11	0.0	0.7591
7555	652	1993-07-14	3.0	0.264
7557	652	1993-07-31	3.0	0.00146
7558	652	1993-08-03	3.0	0.78
7559	652	1993-08-09	2.0	1.3851
7560	652	1993-08-11	0.0	0.7591
7562	652	1993-08-31	3.0	0.00146
7563	652	1993-09-02	3.0	0.5
7564	652	1993-09-09	2.0	1.3851
7565	652	1993-09-11	0.0	0.7591
7567	652	1993-09-30	3.0	0.00146
7568	652	1993-10-02	3.0	0.71
7569	652	1993-10-09	2.0	1.3851
7570	652	1993-10-11	0.0	0.7591
7571	652	1993-10-16	3.0	0.276
7572	652	1993-10-29	3.0	0.288
7574	652	1993-10-31	3.0	0.00146
7575	652	1993-11-01	3.0	0.4
7576	652	1993-11-09	2.0	1.3851
7577	652	1993-11-11	0.0	0.7591
7578	652	1993-11-14	3.0	0.288
7580	652	1993-11-30	3.0	0.00146
7581	652	1993-12-01	3.0	0.57
7582	652	1993-12-09	2.0	2.0776
7583	652	1993-12-11	0.0	0.7591
7584	652	1993-12-18	3.0	0.144
7586	652	1993-12-31	3.0	0.00146
7587	652	1993-12-31	3.0	0.62
7929	1844	1993-01-06	2.0	0.05
7930	1844	1993-01-07	1.0	0.3242
7932	1844	1993-02-07	1.0	0.3242
7934	1844	1993-03-07	1.0	0.3242
7936	1844	1993-04-07	1.0	0.3242
7938	1844	1993-05-07	1.0	0.3242
7939	1844	1993-05-09	0.0	0.2161
7941	1844	1993-05-31	3.0	0.00146
7942	1844	1993-05-31	3.0	0.141
7943	1844	1993-06-07	1.0	0.3242
7944	1844	1993-06-09	0.0	0.2161
7945	1844	1993-06-16	3.0	0.015
7947	1844	1993-06-30	3.0	0.00146
7948	1844	1993-07-07	1.0	0.3242
7949	1844	1993-07-09	0.0	0.2161
7950	1844	1993-07-18	3.0	0.105
7952	1844	1993-07-31	3.0	0.00146
7953	1844	1993-08-07	1.0	0.3242
7954	1844	1993-08-09	0.0	0.2161
7956	1844	1993-08-31	3.0	0.00146
7957	1844	1993-09-07	1.0	0.3242
7958	1844	1993-09-09	0.0	0.2161
7959	1844	1993-09-19	3.0	0.057
7961	1844	1993-09-30	3.0	0.00146
7962	1844	1993-10-07	1.0	0.3242
7963	1844	1993-10-09	0.0	0.2161
7965	1844	1993-10-31	3.0	0.00146
7966	1844	1993-11-07	1.0	0.3242
7967	1844	1993-11-09	0.0	0.2161
7968	1844	1993-11-10	3.0	0.042
7970	1844	1993-11-30	3.0	0.00146
7971	1844	1993-12-07	1.0	0.3242
7972	1844	1993-12-09	0.0	0.2161
7973	1844	1993-12-30	3.0	0.036
7975	1844	1993-12-31	3.0	0.00146
8250	1926	1993-01-06	2.0	0.07
8251	1926	1993-01-12	2.0	0.4507
8253	1926	1993-02-05	2.0	0.85
8254	1926	1993-02-12	2.0	0.4507
8256	1926	1993-03-07	2.0	0.39
8257	1926	1993-03-12	2.0	0.4507
8259	1926	1993-04-06	3.0	0.04
8260	1926	1993-04-12	2.0	0.4507
8262	1926	1993-05-06	3.0	0.47
8263	1926	1993-05-12	2.0	0.4507
8264	1926	1993-05-31	3.0	0.00146
8266	1926	1993-06-05	3.0	0.22
8267	1926	1993-06-06	0.0	0.2643
8268	1926	1993-06-07	0.0	0.0361
8269	1926	1993-06-12	2.0	0.67605
8270	1926	1993-06-30	3.0	0.00146
8272	1926	1993-07-05	3.0	0.47
8273	1926	1993-07-06	0.0	0.2643
8274	1926	1993-07-07	0.0	0.0361
8275	1926	1993-07-12	2.0	0.4507
8276	1926	1993-07-17	3.0	0.324
8277	1926	1993-07-31	3.0	0.00146
8279	1926	1993-08-04	3.0	0.39
8280	1926	1993-08-06	0.0	0.2643
8281	1926	1993-08-07	0.0	0.0361
8282	1926	1993-08-12	2.0	0.4507
8283	1926	1993-08-31	3.0	0.00146
8285	1926	1993-09-03	2.0	0.11
8286	1926	1993-09-06	0.0	0.2643
8287	1926	1993-09-07	0.0	0.0361
8288	1926	1993-09-12	2.0	0.4507
8289	1926	1993-09-30	3.0	0.00146
8291	1926	1993-10-01	3.0	0.444
8292	1926	1993-10-03	2.0	0.17
8293	1926	1993-10-06	0.0	0.2643
8294	1926	1993-10-07	0.0	0.0361
8295	1926	1993-10-12	2.0	0.4507
8296	1926	1993-10-24	3.0	0.168
8297	1926	1993-10-31	3.0	0.00146
8299	1926	1993-11-02	3.0	0.1
8300	1926	1993-11-06	0.0	0.2643
8301	1926	1993-11-07	0.0	0.0361
8302	1926	1993-11-12	2.0	0.4507
8303	1926	1993-11-30	3.0	0.00146
8305	1926	1993-12-02	3.0	0.06
8306	1926	1993-12-06	0.0	0.2643
8307	1926	1993-12-07	0.0	0.0361
8308	1926	1993-12-12	2.0	0.67605
8309	1926	1993-12-14	3.0	0.176
8310	1926	1993-12-31	3.0	0.00146
8697	3510	1993-01-07	2.0	0.05
8698	3510	1993-01-17	2.0	2.3323
8700	3510	1993-02-06	3.0	0.16
8702	3510	1993-03-08	3.0	0.03
8704	3510	1993-04-07	2.0	0.34
8706	3510	1993-05-07	2.0	0.17
8708	3510	1993-06-03	2.0	1.6658
8709	3510	1993-06-06	3.0	1.09
8711	3510	1993-07-06	3.0	0.63
8713	3510	1993-08-05	3.0	0.1
8715	3510	1993-09-04	3.0	0.21
8717	3510	1993-10-04	3.0	0.22
8719	3510	1993-11-03	2.0	0.3
8721	3510	1993-12-03	2.0	0.01
9097	1276	1993-01-07	2.0	0.04
9098	1276	1993-01-08	2.0	0.6774
9100	1276	1993-02-06	2.0	1.06
9101	1276	1993-02-08	2.0	0.6774
9103	1276	1993-03-08	2.0	0.6774
9104	1276	1993-03-08	3.0	0.22
9106	1276	1993-04-07	3.0	0.33
9107	1276	1993-04-08	2.0	0.6774
9109	1276	1993-05-07	3.0	0.31
9110	1276	1993-05-08	2.0	0.6774
9111	1276	1993-05-08	0.0	0.3839
9112	1276	1993-05-12	0.0	0.0508
9113	1276	1993-05-31	3.0	0.00146
9115	1276	1993-06-05	0.0	0.0169
9116	1276	1993-06-06	3.0	0.26
9117	1276	1993-06-08	0.0	0.3839
9118	1276	1993-06-08	2.0	1.0161
9119	1276	1993-06-12	0.0	0.0508
9120	1276	1993-06-30	3.0	0.00146
9122	1276	1993-07-05	0.0	0.0169
9123	1276	1993-07-06	3.0	0.63
9124	1276	1993-07-08	0.0	0.3839
9125	1276	1993-07-08	2.0	0.6774
9126	1276	1993-07-11	3.0	0.564
9127	1276	1993-07-12	0.0	0.0508
9128	1276	1993-07-26	3.0	0.084
9129	1276	1993-07-31	3.0	0.00146
9131	1276	1993-08-05	0.0	0.0169
9132	1276	1993-08-05	2.0	0.09
9133	1276	1993-08-08	2.0	0.6774
9134	1276	1993-08-08	0.0	0.3839
9135	1276	1993-08-12	0.0	0.0508
9136	1276	1993-08-31	3.0	0.00146
9138	1276	1993-09-04	3.0	0.27
9139	1276	1993-09-05	0.0	0.0169
9140	1276	1993-09-08	2.0	0.6774
9141	1276	1993-09-08	0.0	0.3839
9142	1276	1993-09-12	0.0	0.0508
9143	1276	1993-09-30	3.0	0.00146
9145	1276	1993-10-04	3.0	0.01
9146	1276	1993-10-05	0.0	0.0169
9147	1276	1993-10-08	2.0	0.6774
9148	1276	1993-10-08	0.0	0.3839
9149	1276	1993-10-12	0.0	0.0508
9150	1276	1993-10-31	3.0	0.00146
9152	1276	1993-11-01	3.0	0.228
9153	1276	1993-11-03	3.0	0.15
9154	1276	1993-11-05	0.0	0.0169
9155	1276	1993-11-08	0.0	0.3839
9156	1276	1993-11-08	2.0	0.6774
9157	1276	1993-11-12	0.0	0.0508
9158	1276	1993-11-30	3.0	0.00146
9160	1276	1993-12-03	3.0	0.37
9161	1276	1993-12-05	0.0	0.0169
9162	1276	1993-12-08	0.0	0.3839
9163	1276	1993-12-08	2.0	1.0161
9164	1276	1993-12-12	0.0	0.0508
9165	1276	1993-12-15	3.0	0.12
9166	1276	1993-12-31	3.0	0.00146
9648	2393	1993-01-07	2.0	0.09
9649	2393	1993-01-14	2.0	1.0737
9651	2393	1993-02-06	2.0	0.55
9652	2393	1993-02-14	2.0	1.0737
9654	2393	1993-03-08	3.0	0.25
9655	2393	1993-03-14	2.0	1.0737
9657	2393	1993-04-07	3.0	0.69
9658	2393	1993-04-14	2.0	1.0737
9660	2393	1993-05-07	3.0	0.81
9661	2393	1993-05-14	2.0	1.0737
9662	2393	1993-05-14	3.0	0.3
9663	2393	1993-05-31	3.0	0.00146
9665	2393	1993-06-06	3.0	0.87
9666	2393	1993-06-09	0.0	0.4292
9667	2393	1993-06-14	2.0	1.61055
9668	2393	1993-06-30	3.0	0.00146
9670	2393	1993-07-06	3.0	1.24
9671	2393	1993-07-09	0.0	0.4292
9672	2393	1993-07-14	2.0	1.0737
9673	2393	1993-07-31	3.0	0.00146
9675	2393	1993-08-05	3.0	0.7
9676	2393	1993-08-09	0.0	0.4292
9677	2393	1993-08-14	2.0	1.0737
9678	2393	1993-08-31	3.0	0.00146
9680	2393	1993-09-04	3.0	0.86
9681	2393	1993-09-09	0.0	0.4292
9682	2393	1993-09-14	2.0	1.0737
9683	2393	1993-09-30	3.0	0.00146
9685	2393	1993-10-04	3.0	0.74
9686	2393	1993-10-09	0.0	0.4292
9687	2393	1993-10-14	2.0	1.0737
9688	2393	1993-10-31	3.0	0.00146
9690	2393	1993-11-03	3.0	0.68
9691	2393	1993-11-09	0.0	0.4292
9692	2393	1993-11-14	2.0	1.0737
9693	2393	1993-11-30	3.0	0.00146
9695	2393	1993-12-03	3.0	0.26
9696	2393	1993-12-09	0.0	0.4292
9697	2393	1993-12-14	3.0	0.384
9698	2393	1993-12-14	2.0	1.61055
9699	2393	1993-12-31	3.0	0.00146
10064	435	1993-01-08	2.0	0.04
10065	435	1993-02-07	1.0	0.5039
10066	435	1993-03-07	1.0	0.5039
10067	435	1993-04-07	1.0	0.5039
10068	435	1993-05-07	1.0	0.5039
10069	435	1993-06-07	1.0	0.5039
10070	435	1993-06-17	3.0	1.215
10071	435	1993-06-30	3.0	0.00146
10073	435	1993-07-06	0.0	0.3189
10074	435	1993-07-07	1.0	0.5039
10075	435	1993-07-29	3.0	0.16
10076	435	1993-07-31	3.0	0.00146
10078	435	1993-08-06	0.0	0.3189
10079	435	1993-08-07	1.0	0.5039
10080	435	1993-08-31	3.0	0.00146
10082	435	1993-09-06	0.0	0.3189
10083	435	1993-09-07	1.0	0.5039
10084	435	1993-09-30	3.0	0.00146
10086	435	1993-10-06	0.0	0.3189
10087	435	1993-10-07	1.0	0.5039
10088	435	1993-10-31	3.0	0.00146
10090	435	1993-11-06	0.0	0.3189
10091	435	1993-11-07	1.0	0.5039
10092	435	1993-11-10	3.0	0.096
10093	435	1993-11-30	3.0	0.00146
10095	435	1993-12-06	0.0	0.3189
10096	435	1993-12-07	1.0	0.5039
10097	435	1993-12-08	3.0	0.085
10098	435	1993-12-31	3.0	0.00146
10403	192	1993-01-08	2.0	0.03
10404	192	1993-02-06	1.0	0.5859
10405	192	1993-03-06	1.0	0.5859
10406	192	1993-04-06	1.0	0.5859
10407	192	1993-05-06	1.0	0.5859
10408	192	1993-06-06	1.0	0.5859
10409	192	1993-06-06	3.0	0.83
10410	192	1993-06-08	0.0	0.3583
10411	192	1993-06-30	3.0	0.00146
10413	192	1993-07-06	1.0	0.5859
10414	192	1993-07-07	3.0	0.1
10415	192	1993-07-08	0.0	0.3583
10416	192	1993-07-31	3.0	0.00146
10418	192	1993-08-06	1.0	0.5859
10419	192	1993-08-08	0.0	0.3583
10420	192	1993-08-31	3.0	0.00146
10422	192	1993-09-06	1.0	0.5859
10423	192	1993-09-08	0.0	0.3583
10424	192	1993-09-30	3.0	0.00146
10426	192	1993-10-05	3.0	0.07
10427	192	1993-10-06	1.0	0.5859
10428	192	1993-10-08	0.0	0.3583
10429	192	1993-10-31	3.0	0.00146
10431	192	1993-11-06	1.0	0.5859
10432	192	1993-11-08	0.0	0.3583
10433	192	1993-11-30	3.0	0.00146
10435	192	1993-12-04	3.0	0.17
10436	192	1993-12-06	1.0	0.5859
10437	192	1993-12-08	0.0	0.3583
10438	192	1993-12-26	3.0	0.06
10439	192	1993-12-31	3.0	0.00146
10752	2122	1993-01-08	2.0	0.03
10753	2122	1993-01-15	2.0	4.6552
10755	2122	1993-02-07	3.0	1.41
10757	2122	1993-02-28	2.0	3.9285
10758	2122	1993-03-06	2.0	0.7597
10759	2122	1993-03-09	3.0	2.85
10760	2122	1993-03-18	2.0	2.2685
10762	2122	1993-04-08	3.0	2.62
10763	2122	1993-04-15	2.0	0.9246
10765	2122	1993-04-30	3.0	0.00146
10766	2122	1993-05-01	3.0	0.63
10767	2122	1993-05-08	3.0	1.17
10768	2122	1993-05-11	2.0	0.9275
10769	2122	1993-05-11	0.0	0.7663
10771	2122	1993-05-31	3.0	0.00146
10772	2122	1993-06-07	3.0	1.09
10773	2122	1993-06-11	0.0	0.7663
10774	2122	1993-06-20	2.0	2.58
10776	2122	1993-06-30	3.0	0.00146
10777	2122	1993-07-07	3.0	1.14
10778	2122	1993-07-11	0.0	0.7663
10779	2122	1993-07-12	2.0	2.1395
10780	2122	1993-07-23	2.0	2.1716
10781	2122	1993-07-26	2.0	0.6716
10783	2122	1993-07-31	3.0	0.00146
10784	2122	1993-08-06	3.0	2.64
10785	2122	1993-08-11	2.0	1.0083
10786	2122	1993-08-11	0.0	0.7663
10787	2122	1993-08-22	2.0	4.5065
10789	2122	1993-08-31	3.0	0.00146
10790	2122	1993-09-03	2.0	4.264
10791	2122	1993-09-03	3.0	6.22
10792	2122	1993-09-05	3.0	2.9
10793	2122	1993-09-09	2.0	1.5698
10794	2122	1993-09-11	0.0	0.7663
10795	2122	1993-09-21	2.0	2.1538
10796	2122	1993-09-22	2.0	3.3258
10797	2122	1993-09-22	3.0	2.31
10799	2122	1993-09-30	3.0	0.00146
10800	2122	1993-10-02	2.0	0.6158
10801	2122	1993-10-05	3.0	3.88
10802	2122	1993-10-11	0.0	0.7663
10803	2122	1993-10-17	3.0	0.48
10804	2122	1993-10-18	3.0	0.66
10805	2122	1993-10-18	2.0	4.4418
10807	2122	1993-10-31	3.0	0.00146
10808	2122	1993-11-01	2.0	1.3953
10809	2122	1993-11-04	3.0	3.46
10810	2122	1993-11-11	0.0	0.7663
10812	2122	1993-11-30	3.0	0.00146
10813	2122	1993-12-04	3.0	1.39
10814	2122	1993-12-11	0.0	0.7663
10815	2122	1993-12-16	2.0	2.4773
10816	2122	1993-12-18	2.0	1.2734
10817	2122	1993-12-23	3.0	0.66
10818	2122	1993-12-24	2.0	1.5884
10820	2122	1993-12-31	3.0	0.00146
11222	1637	1993-01-08	2.0	0.05
11223	1637	1993-01-13	1.0	0.5718
11225	1637	1993-02-13	1.0	0.5718
11227	1637	1993-03-13	1.0	0.5718
11229	1637	1993-04-13	1.0	0.5718
11231	1637	1993-05-13	1.0	0.5718
11233	1637	1993-05-31	3.0	0.00146
11234	1637	1993-06-01	3.0	0.73
11235	1637	1993-06-08	0.0	0.2569
11236	1637	1993-06-09	0.0	0.0774
11237	1637	1993-06-13	1.0	0.5718
11238	1637	1993-06-17	3.0	0.264
11240	1637	1993-06-30	3.0	0.00146
11241	1637	1993-07-08	0.0	0.2569
11242	1637	1993-07-09	0.0	0.0774
11243	1637	1993-07-13	1.0	0.5718
11244	1637	1993-07-17	3.0	0.328
11246	1637	1993-07-31	3.0	0.00146
11247	1637	1993-08-08	0.0	0.2569
11248	1637	1993-08-09	0.0	0.0774
11249	1637	1993-08-11	3.0	0.368
11250	1637	1993-08-13	1.0	0.5718
11252	1637	1993-08-31	3.0	0.00146
11253	1637	1993-09-08	0.0	0.2569
11254	1637	1993-09-09	0.0	0.0774
11255	1637	1993-09-13	1.0	0.5718
11257	1637	1993-09-30	3.0	0.00146
11258	1637	1993-10-08	0.0	0.2569
11259	1637	1993-10-09	0.0	0.0774
11260	1637	1993-10-13	1.0	0.5718
11262	1637	1993-10-31	3.0	0.00146
11263	1637	1993-11-08	0.0	0.2569
11264	1637	1993-11-09	0.0	0.0774
11265	1637	1993-11-13	1.0	0.5718
11267	1637	1993-11-30	3.0	0.00146
11268	1637	1993-12-01	3.0	0.075
11269	1637	1993-12-04	3.0	0.23
11270	1637	1993-12-08	0.0	0.2569
11271	1637	1993-12-09	0.0	0.0774
11272	1637	1993-12-13	1.0	0.5718
11274	1637	1993-12-31	3.0	0.00146
11648	2087	1993-01-08	2.0	0.06
11649	2087	1993-01-29	2.0	1.6983
11651	2087	1993-02-07	2.0	0.18
11652	2087	1993-02-11	2.0	1.4622
11654	2087	1993-03-09	3.0	0.65
11656	2087	1993-04-08	3.0	0.23
11658	2087	1993-05-08	2.0	0.13
11659	2087	1993-05-13	2.0	2.3573
11660	2087	1993-05-15	2.0	4.6249
11662	2087	1993-05-31	3.0	0.003
11663	2087	1993-05-31	2.0	1.1159
11664	2087	1993-05-31	3.0	2.59
11665	2087	1993-06-07	3.0	2.91
11666	2087	1993-06-14	2.0	3.1748
11668	2087	1993-06-30	3.0	0.003
11669	2087	1993-07-07	3.0	3.02
11670	2087	1993-07-07	3.0	3.3
11671	2087	1993-07-07	2.0	3.7598
11672	2087	1993-07-09	2.0	2.9416
11673	2087	1993-07-15	3.0	0.8648
11674	2087	1993-07-17	3.0	0.81
11676	2087	1993-07-31	3.0	0.003
11677	2087	1993-08-01	2.0	3.3346
11678	2087	1993-08-03	2.0	2.0056
11679	2087	1993-08-03	3.0	3.03
11680	2087	1993-08-06	3.0	3.39
11682	2087	1993-08-31	2.0	0.749
11683	2087	1993-08-31	3.0	0.003
11684	2087	1993-09-05	3.0	2.03
11685	2087	1993-09-06	2.0	1.7009
11686	2087	1993-09-19	2.0	2.4904
11687	2087	1993-09-29	2.0	2.7651
11688	2087	1993-09-29	3.0	3.26
11690	2087	1993-09-30	3.0	0.003
11691	2087	1993-10-02	3.0	5.91
11692	2087	1993-10-02	2.0	2.1265
11693	2087	1993-10-04	2.0	1.2384
11694	2087	1993-10-05	3.0	1.53
11695	2087	1993-10-09	2.0	2.7653
11696	2087	1993-10-30	2.0	0.8179
11698	2087	1993-10-31	3.0	6.37
11699	2087	1993-10-31	2.0	4.8351
11700	2087	1993-10-31	3.0	0.003
11701	2087	1993-11-04	3.0	2.25
11702	2087	1993-11-09	3.0	1.1371
11703	2087	1993-11-18	2.0	3.3805
11705	2087	1993-11-30	3.0	0.003
11706	2087	1993-12-03	3.0	3.14
11707	2087	1993-12-03	2.0	2.7584
11708	2087	1993-12-03	2.0	3.1396
11709	2087	1993-12-04	3.0	3.37
11710	2087	1993-12-13	2.0	1.9364
11711	2087	1993-12-24	3.0	0.45
11713	2087	1993-12-31	3.0	0.003
12028	764	1993-01-08	2.0	0.11
12029	764	1993-02-05	1.0	0.6238
12030	764	1993-03-05	1.0	0.6238
12031	764	1993-04-05	1.0	0.6238
12032	764	1993-05-05	1.0	0.6238
12033	764	1993-06-05	1.0	0.6238
12034	764	1993-06-06	0.0	0.236
12035	764	1993-06-07	3.0	0.03
12037	764	1993-06-30	3.0	0.00146
12038	764	1993-07-01	3.0	0.192
12039	764	1993-07-05	1.0	0.6238
12040	764	1993-07-06	0.0	0.236
12041	764	1993-07-07	3.0	0.45
12043	764	1993-07-31	3.0	0.00146
12044	764	1993-08-05	1.0	0.6238
12045	764	1993-08-06	0.0	0.236
12046	764	1993-08-06	3.0	0.41
12048	764	1993-08-31	3.0	0.00146
12049	764	1993-09-05	1.0	0.6238
12050	764	1993-09-05	3.0	0.43
12051	764	1993-09-06	0.0	0.236
12053	764	1993-09-30	3.0	0.00146
12054	764	1993-10-05	1.0	0.6238
12055	764	1993-10-05	3.0	0.15
12056	764	1993-10-06	0.0	0.236
12058	764	1993-10-31	3.0	0.00146
12059	764	1993-11-05	1.0	0.6238
12060	764	1993-11-06	0.0	0.236
12062	764	1993-11-30	3.0	0.00146
12063	764	1993-12-04	3.0	0.18
12064	764	1993-12-05	1.0	0.6238
12065	764	1993-12-06	0.0	0.236
12066	764	1993-12-06	3.0	0.065
12068	764	1993-12-31	3.0	0.00146
12387	3592	1993-01-08	2.0	0.06
12388	3592	1993-01-10	1.0	0.6007
12390	3592	1993-02-10	1.0	0.6007
12392	3592	1993-03-10	1.0	0.6007
12394	3592	1993-04-10	1.0	0.6007
12396	3592	1993-05-10	1.0	0.6007
12397	3592	1993-05-12	0.0	0.336
12399	3592	1993-05-31	3.0	0.00146
12400	3592	1993-06-05	3.0	1.475
12401	3592	1993-06-10	1.0	0.6007
12402	3592	1993-06-12	0.0	0.336
